"ncbi_gene_id","gene_symbol","PAAD_fdr_adjusted_p_value","PAAD_cancer_sample_med","PAAD_normal_sample_med","PAAD_log2_fold_change","PAAD_p_value","KIRC_fdr_adjusted_p_value","KIRC_cancer_sample_med","KIRC_normal_sample_med","KIRC_log2_fold_change","KIRC_p_value","BRCA_fdr_adjusted_p_value","BRCA_cancer_sample_med","BRCA_normal_sample_med","BRCA_log2_fold_change","BRCA_p_value","LUAD_fdr_adjusted_p_value","LUAD_cancer_sample_med","LUAD_normal_sample_med","LUAD_log2_fold_change","LUAD_p_value"
10,"NAT2",0.0065115,1,1,0,0.0789171538461538,2.0903e-10,1,2.498,-1.32077347694587,6.02392086071383e-10,0.00063789,1,1,0,0.00109097741610738,4.7324e-07,1,1,0,1.10847082291119e-06
100113379,"SNORD121A",0.0094042,1,1,0,0.101408027376426,0.006606,1,1,0,0.01090806910299,0.0017483,1,1,0,0.0028431724101255,8.5806e-05,1,1,0,0.00016695986746988
100113407,"TMEM170B",0.045401,1.446,4.215,-1.54346507887833,0.286399952971084,2.7668e-07,4.261,6.576,-0.626018247503464,6.4635730937957e-07,3.3351e-12,2.54,5.705,-1.16739838951652,1.04767180523216e-11,3.9802e-11,2.965,5.652,-0.930729360900573,1.22455435394809e-10
100124700,"HOTAIR",0.0035349,1,1,0,0.0503406275466284,1.6025e-07,1,1,0,3.80685236325013e-07,1e-20,4.283,1,2.09862167722896,5.02960526315789e-20,6.1892e-07,1,1,0,1.43506762796504e-06
100126329,"MIR941-1",0.025816,1,1,0,0.200672252054794,0.019048,1,1,0,0.0295647167244969,5.9509e-06,1,1,0,1.24574563253012e-05,0.00038014,1,1,0,0.000691945457366874
100128675,"HPN-AS1",0.025076,1,1,0,0.197464796509322,2.1435e-16,1.775,1.1,0.690315500867385,9.11435760456274e-16,1.8265e-07,1,1,0,4.31908212186823e-07,6.4994e-11,1,1,0,1.97373113230685e-10
100128890,"FAM66B",0.0024576,1,1,0,0.03811584,0.027423,1,1,0,0.0415699887495764,0.0031119,1,1,0,0.00491437213385664,0.00027758,1,1,0,0.00051288554634389
100129434,"AC007743.1",0.0097821,1,1,0,0.104349408490059,1e-20,2.765,1.289,1.10102721676042,5.66341093670886e-20,2.0893e-08,1,3.494,-1.80487960825467,5.2541771381579e-08,5.9499e-17,1,4.537,-2.18173865968866,2.62481039786223e-16
100130449,"AC110619.1",0.00021041,1,1,0,0.00597576440629471,0.00051911,1,1,0,0.00095307948284354,1e-20,9.169,2.279,2.00836347293463,5.02960526315789e-20,1.0825e-14,2.209,1,1.14339341869319,4.18703184658105e-14
100130522,"PARD6G-AS1",0.013442,1.268,1.308,-0.0448077953586754,0.130454613880743,0.00034365,3.299,3.436,-0.0587012585735327,0.000640452953920507,9.6092e-12,4.798,3.868,0.310845362816593,2.93888521136151e-11,0.040852,1.385,1.3,0.0913743530207338,0.0550531215382755
100130691,"AC019080.1",0.012978,1,1,0,0.127248869135802,5.3053e-10,1.228,10.512,-3.09765471495215,1.48676030322015e-09,0.011696,1,1,0,0.0172030885653819,3.3908e-05,1,1,0,6.84084001086268e-05
100130705,"ATP6V1FNB",0.00046725,2.579,1.119,1.20460173681282,0.0111892002412545,1.46e-09,2.036,1.972,0.0460780096977838,3.9754516678841e-09,5.2106e-05,1,1,0,9.98455267775086e-05,5.5686e-14,1,1,0,2.05509833084948e-13
100130771,"EFCAB10",0.010107,1,1,0,0.106896198188599,1.4934e-12,1.184,1.007,0.233605397622165,4.9556950148368e-12,1.0485e-08,1,1,0,2.69076283987915e-08,0.0070201,1.718,2.404,-0.484706859572722,0.010672099774913
100130827,"SBK3",0.0049714,1,1,0,0.0649229575279421,0.034103,1,1,0,0.0507584812670526,0.024391,1,1,0,0.0343363359317456,7.8067e-07,1,1,0,1.79721023551286e-06
100130894,"VAC14-AS1",0.00022366,1,1,0,0.00629801180141844,1.0654e-05,1,1,0,2.22573663366337e-05,1.5369e-06,1,1,0,3.39780234239445e-06,4.65e-06,1,1,0,1.00645382150141e-05
100131551,"LINC00887",1.1066e-06,1,1,0,7.06373736334405e-05,1e-20,27.083,1,4.75931565083873,5.66341093670886e-20,1.1572e-12,1,1,0,3.73387478897017e-12,2.7224e-07,1,1,0,6.49546395460871e-07
100134229,"KDM7A-DT",7.8584e-09,6.068,3.843,0.658988109184231,9.57085624539877e-07,6.8093e-07,5.431,8.044,-0.566695218381151,1.54883355842571e-06,0.00011197,7.138,8.361,-0.228155601775943,0.000207249774029538,1.3312e-08,7.104,4.93,0.527043935084832,3.46432209248015e-08
100170229,"SRRM5",5.3812e-07,1,1,0,3.80169332384342e-05,1.0168e-15,1,1,0,4.14088652585579e-15,1e-20,1,1,0,5.02960526315789e-20,1e-20,1,1,0,5.48805712878601e-20
10019,"SH2B3",0.030894,18.489,34.537,-0.901475574024574,0.225979251289609,1e-20,47.353,20.399,1.21495739891269,5.66341093670886e-20,3.9474e-11,17.9,26.485,-0.565215921145767,1.1659191113973e-10,6.127e-16,16.356,30.425,-0.895437294962087,2.54619520790602e-15
100191040,"C2CD4D",6.1716e-07,1,1,0,4.26894087804878e-05,0.0028058,1,1,0,0.00481726589391264,1e-20,2.262,1.349,0.745708581041553,5.02960526315789e-20,1e-20,2.01,1,1.0071955014042,5.48805712878601e-20
100287482,"SMKR1",8.5694e-05,2.407,1.831,0.39460435067716,0.00287850640947547,2.7129e-08,1.151,3.324,-1.53003254863811,6.78938361866398e-08,1e-20,7.156,2.5,1.51722529250246,5.02960526315789e-20,1.2908e-19,4.1,1.076,1.92994583183618,6.67937302066403e-19
100287814,"LINC00582",0.00021346,1,1,0,0.0060450897574893,0.0031771,1,1,0,0.00542186926598504,0.0030167,1,1,0,0.00477356247412722,1e-20,1,1,0,5.48805712878601e-20
100288846,"AL132639.2",0.0068316,1,1,0,0.0815615182200842,3.1731e-05,1,1.133,-0.180147861158429,6.39365356756757e-05,0.0010463,1,1,0,0.00174802524038462,0.0036147,1,1,0,0.0057212427313401
100302135,"MIR320C1",0.0010219,1,1,0,0.0199869544827586,0.049477,1,1,0,0.0711092778563167,2.6029e-05,1,1,0,5.13659537945276e-05,0.00073116,1,1,0,0.00127997509386537
100302152,"MIR548N",0.0003362,1,1,0,0.00871236208604954,0.026997,1,1,0,0.04097271507091,0.00093152,1,1,0,0.00156481441441441,0.00010735,1,1,0,0.000207036124091381
100302179,"MIR1270",0.03722,1,1,0,0.253827358296118,1e-20,6.724,1,2.74931972457408,5.66341093670886e-20,1.5233e-05,1,1,0,3.07461810261375e-05,1.9205e-08,1,1,0,4.94537071057192e-08
100302243,"MIR1972-1",5.4794e-07,1,1,0,3.85734215602837e-05,0.00018989,1,1,0,0.000361484359519959,1.1656e-05,1,1,0,2.37796086105675e-05,0.00017232,1,1,0,0.000325769432521842
100302246,"MIR1301",0.04786,1,1,0,0.295526195956454,0.036044,1,1,0,0.0533668809744472,0.023356,1,1,0,0.0329703859174001,0.0058842,1,1,0,0.00905936682094501
100313886,"MIR2116",7.0534e-08,1,1,0,6.50989357407407e-06,0.001877,1,1,0,0.00328002047034925,0.0001416,1,1,0,0.000259268401724413,0.014527,1,1,0,0.0210728488023952
100422824,"MIR3128",0.018704,1,1,0,0.162999037752414,0.01424,1,1,0,0.0225305489530277,0.0001693,1,1,0,0.000307556079207921,0.0064403,1,1,0,0.00985478654994851
100422841,"MIR3174",2.9168e-08,1,1,0,3.04759545263158e-06,0.0020717,1,1,0,0.00360644786737235,2.1668e-05,1,1,0,4.30674737845567e-05,3.9114e-05,1.02,1,0.0285691521967709,7.83721763912614e-05
100422922,"MIR1972-2",0.041735,1,1,0,0.27191441417788,0.033721,1,1,0,0.0502534572228145,7.3473e-05,1,1,0,0.000138509226943942,0.00039911,1,1,0,0.000724640698167006
100422928,"MIR3127",0.014262,1,1,0,0.13553337673528,1.382e-05,1,1,0,2.86493762165168e-05,0.019835,1,1,0,0.0282978181761632,0.021799,1,1,0,0.0307801769513431
100422929,"MIR4261",0.0064245,1,1,0,0.078101147581139,0.014591,1,1,0,0.0230565427441006,1.1566e-05,1,1,0,2.36022964676573e-05,5.9574e-05,1,1,0,0.000117654030837395
100422943,"MIR3189",0.00074222,3.012,2.261,0.413760777920399,0.0157926596355841,0.002575,5.263,18.608,-1.82196570198044,0.00444077800909862,1e-20,1,1,0,5.02960526315789e-20,1.1691e-17,4.306,1.232,1.80534606347233,5.38452814631122e-17
100422947,"MIR3122",0.030293,1,1,0,0.222580359600444,0.013406,1,1,0,0.0212877952431665,1.0033e-08,1,1,0,2.57765044247788e-08,0.0011905,1,1,0,0.00202415879615502
100422969,"MIR2909",0.039871,1,1,0,0.264265269756585,0.0156,1,1,0,0.0245365400843882,0.00010502,1,1,0,0.00019499948996114,0.0010715,1,1,0,0.00183217128279883
100423012,"MIR3177",0.0040746,1,1,0,0.0560561047817048,0.00063576,1,1,0,0.00115661364568082,0.00027794,1,1,0,0.000493960007748935,5.5211e-06,1,1,0,1.18818806199305e-05
100423023,"MIR3197",4.0177e-09,1,1,0,5.41785224324324e-07,0.00059782,1,1,0,0.00109114102497144,0.0096605,1,1,0,0.0143751098099007,8.5123e-08,1,1,0,2.09953109893758e-07
100423025,"MIR3198-1",0.024217,1,1,0,0.192698019230769,0.024532,1,1,0,0.0374885701011205,2.3167e-06,1,1,0,5.03492035440159e-06,0.046032,1,1,0,0.0614467647340681
100500826,"MIR3909",0.026873,1,1,0,0.206000908108108,0.031407,1,1,0,0.0471126064386318,0.00053728,1,1,0,0.00092699291356353,0.021923,1,1,0,0.0309356655058883
100500828,"MIR3619",0.0090862,1,1,0,0.099218505170517,0.038711,1,1,0,0.0569799424810793,6.5496e-05,1,1,0,0.000124124174516609,0.00071818,1,1,0,0.00125873526737968
100500857,"MIR3939",0.0041767,1,1,0,0.0566365084699454,1.7488e-13,1,1,0,6.1615722747322e-13,0.00041018,1,1,0,0.000716214564141606,0.0022741,1,1,0,0.0037008299890471
100500866,"MIR3941",0.0025031,1,1,0,0.0387307413873733,2.8991e-05,1,1,0,5.86162272645091e-05,0.013768,1,1,0,0.0200679428026692,0.00031168,1,1,0,0.000572475042030658
100505839,"SH3PXD2A-AS1",0.0010568,3.215,1,1.68481873755322,0.0204479469785575,0.017243,1,1,0,0.0269238297961463,1.8108e-10,1,1,0,5.15973387998509e-10,7.3944e-12,1,1,0,2.38493477279305e-11
100505854,"APTR",0.0016836,14.409,9.286,0.633841028391908,0.0289124802768166,1.0251e-14,17.893,13.658,0.389649055706532,3.89855238904948e-14,3.5642e-08,13.861,12.457,0.154074676089697,8.83920058391004e-08,3.4538e-05,18.056,14.853,0.281723968508519,6.96037983542816e-05
100506465,"LINC01234",0.00017404,1,1,0,0.00519102972972973,2.8875e-10,1,1,0,8.24694483463159e-10,4.983e-08,1,1,0,1.22321636519319e-07,2.3035e-11,1,1,0,7.2114207753898e-11
100506599,"PPP1R26-AS1",0.0027908,2.001,1.191,0.748547754041627,0.0423570042813456,0.00023936,2.906,3.24,-0.156959110139146,0.000451812453371593,1e-20,3.284,2.022,0.69967112987479,5.02960526315789e-20,1.0948e-12,1.61,1,0.687060688339892,3.73485498239706e-12
100506660,"DDX11-AS1",0.042486,1,1,0,0.274912670143416,3.5142e-12,1,1,0,1.1389450398493e-11,1e-20,1.049,1,0.0690146779151805,5.02960526315789e-20,1e-20,1,1,0,5.48805712878601e-20
100506681,"JARID2-AS1",0.022826,1,1,0,0.185838812628126,0.04615,1,1,0,0.0667998252653378,1.9857e-07,1,1,0,4.68346662895928e-07,0.00011621,1,1,0,0.000223350488961711
100506737,"LINC01589",4.1071e-05,1.826,1.27,0.523858268324694,0.00155897034799235,7.7793e-07,1,1.45,-0.53605290024021,1.7615857426344e-06,2.9294e-19,1,2.66,-1.41142624572647,1.35783728779305e-18,4.9949e-08,1.982,2.05,-0.0486669472063201,1.25178608231193e-07
100506749,"AGAP1-IT1",1.0794e-05,1,1,0,0.000507778407582938,0.0025301,1,1,0,0.00436839714373939,1e-20,1.588,1,0.667210912480871,5.02960526315789e-20,0.011137,1,2.074,-1.05241589415114,0.0164497527337796
100506810,"LINC01132",0.0099975,1,1,0,0.106133887700535,0.00032244,1,1,0,0.000602379973270966,9.322e-20,1.087,1,0.120351940365222,4.45602480200083e-19,1.5058e-20,1,1,0,8.17533851400731e-20
100506994,"PTPRG-AS1",0.0011157,1,1,0,0.0212192019157088,0.0055829,1,1,0,0.00928242204876598,7.9851e-14,1.995,1.538,0.375333243147882,2.73790205561369e-13,1.08e-14,1.158,1,0.211635253327149,4.17808713764971e-14
100507057,"MELTF-AS1",0.0015107,4.236,3.074,0.462585424301565,0.0266249316770186,2.5161e-07,1.712,1.035,0.72605193401446,5.89700226343917e-07,7.6355e-17,3.901,3.085,0.338573508987782,3.10276740786676e-16,1e-20,2.572,1,1.36289064266586,5.48805712878601e-20
100507127,"LINC00707",7.1462e-05,1,1,0,0.00245443533564014,1e-20,1.52,1,0.604071323668861,5.66341093670886e-20,9.2187e-05,1,1,0,0.000172217059949499,0.00063339,1,1,0,0.00112034626428571
100507303,"SNHG19",0.04876,49.184,47.197,0.0594939101871198,0.299222108191654,0.00090779,34.887,54.319,-0.638767377396917,0.00162976650666239,2.3759e-05,66.724,66.687,0.00080022963446037,4.70401126553867e-05,1.8823e-07,33.88,31.234,0.117316533917816,4.53522379459459e-07
100507588,"TGFBR3L",0.035049,1,1,0,0.244052173974044,5.3731e-06,1,1,0,1.14473951800343e-05,2.4115e-06,1,1,0,5.23252152317881e-06,1.1187e-05,1,1,0,2.34592274181408e-05
100507639,"LINC02432",0.0088625,12.234,8.639,0.501959951943476,0.0975808929561841,5.8692e-17,1.288,20.292,-3.97770656701652,2.57949552367852e-16,6.3497e-06,1,1.218,-0.284514133244245,1.32475547621214e-05,0.0073859,1,1.334,-0.415758666522498,0.0111979287959184
100526832,"KLHL23",0.019754,10.438,6.02,0.794009914973455,0.169251794561934,5.6633e-17,13.376,10.321,0.374063992511798,2.49243147973239e-16,6.2081e-07,11.033,11.188,-0.0201270292267139,1.41477318660572e-06,1e-20,15.93,8.064,0.982178722912756,5.48805712878601e-20
100616114,"MIR4668",2.8526e-10,1.002,1,0.00288250853312136,5.55194266666667e-08,1e-20,1.769,1,0.822934048028371,5.66341093670886e-20,0.00021937,1.044,1,0.0621217119077975,0.000393959043927649,5.3344e-07,1.321,1,0.401630466584741,1.24294587349712e-06
100616117,"MIR4653",0.011241,8.072,3.867,1.06171141002355,0.115207192565823,1.7521e-10,3.074,1.702,0.852886128004809,5.07412515861712e-10,1e-20,6.507,1.37,2.24781666054554,5.02960526315789e-20,1e-20,6.834,1,2.77273024776718,5.48805712878601e-20
100616152,"MIR4804",0.031459,1,1,0,0.228595925329429,0.032552,1,1,0,0.0486734878994518,4.0427e-06,1,1,0,8.59069067914389e-06,0.0064346,1,1,0,0.00984741675478954
100616158,"MIR4505",0.028593,1,1,0,0.214361116314199,0.034096,1,1,0,0.050754817703827,0.00011361,1,1,0,0.000210132689516129,0.0037465,1,1,0,0.00591766445783133
100616163,"MIR4530",1.1438e-06,1,1,0,7.25454236421725e-05,0.0015058,1,1,0,0.00265145038576602,7.4487e-07,1,1.07,-0.0976107966264223,1.68771512397511e-06,0.0017487,1,1.087,-0.120351940365222,0.00289484341528634
100616165,"MIR4771-2",0.025491,1,1,0,0.199152826446281,2.5285e-05,1,1,0,5.13552769705775e-05,0.0001281,1,1,0,0.000235697833935018,0.00031007,1,1,0,0.000569658732998104
100616188,"MIR3972",0.0039296,1,1,0,0.0545527406993007,0.0025146,1,1,0,0.00434230571340334,0.0082867,1,1,0,0.0124324893373455,0.00016593,1,1,0,0.000314195574341546
100616216,"MIR4797",0.035677,1,1,0,0.246608566852368,0.016433,1,1,0,0.0257561652417659,0.026473,1,1,0,0.0371100944318807,0.010857,1,1,0,0.0160638623780123
100616343,"MIR4677",0.0098323,1,1,0,0.104716104935622,5.8573e-07,1,1,0,1.33814475791624e-06,3.9406e-06,1,1,0,8.37916382347487e-06,1.5703e-05,1,1,0,3.2525349535316e-05
100616355,"MIR4531",0.0011097,1,1,0,0.0211418084452975,0.0034859,1,1,0,0.0059330065748421,0.0018378,1,1,0,0.00298153377661456,0.014458,1,1,0,0.0209836836415733
100616380,"MIR4671",0.0011574,1,1,0,0.0218409741444867,7.5969e-08,1,1,0,1.84707321882813e-07,0.037698,1,1,0,0.0515627164837786,4.7898e-08,1,1,0,1.20200734827159e-07
100616390,"MIR4427",0.038169,1,1,0,0.257381449728261,0.024155,1,1,0,0.0369528543091655,0.0014243,1,1,0,0.00234133604501147,0.010953,1,1,0,0.0161962255175159
100616420,"MIR4744",0.03451,1,1,0,0.241911200564972,0.0027274,1,1,0,0.00469022208211595,3.4337e-06,1,1,0,7.34146634660203e-06,0.00060065,1,1,0,0.00106547966809933
100616428,"MIR548AM",0.0067916,1,1,0,0.0812461038554217,0.012522,1,1,0,0.0199719783213292,1.4153e-08,1,1,0,3.59826022613901e-08,0.029914,1,1,0,0.0412047786155748
100616430,"MIR4644",0.00087484,1,1,0,0.0176640432926829,0.012549,1,1,0,0.0200093344264632,6.5541e-06,1,1,0,1.36553673237645e-05,0.0001612,1,1,0,0.000305576626690482
100616434,"MIR4755",0.0020855,1,1,0,0.0338246290849673,0.016269,1,1,0,0.0255098467470555,6.9861e-06,1,1,0,1.4515872757746e-05,0.0011133,1,1,0,0.00190072905622798
100616468,"MIR4742",0.00090329,1,1,0,0.0180767268951613,0.0086281,1,1,0,0.0140417728734629,0.034677,1,1,0,0.0476922027343047,0.0013504,1,1,0,0.00227743963677639
100616490,"MIR4706",0.01482,1,1,0,0.139236460009465,0.00076834,1,1,0,0.00138720474975783,0.00011951,1,1,0,0.000220653827886009,0.0016455,1,1,0,0.00273558544681486
100652730,"LINC00659",2.537e-06,1.313,1.019,0.365712864727073,0.000144453163323782,0.038052,5.968,9.494,-0.669768514174194,0.0560770938200026,1.0838e-12,1,1,0,3.50245920811611e-12,3.2429e-07,1,1,0,7.69368876942729e-07
10067,"SCAMP3",0.00012744,118.727,108.446,0.130671218536237,0.00399674388625592,1.7832e-05,110.506,125.881,-0.187935840706898,3.6620192085208e-05,1e-20,183.237,100.463,0.867046585863514,5.02960526315789e-20,1e-20,159.111,101.432,0.649520709686451,5.48805712878601e-20
10076,"PTPRU",0.043173,27.686,23.105,0.260951542495196,0.277684023285899,1.0871e-17,19.366,11.934,0.698448317568509,5.00495648414986e-17,4.4024e-07,16.569,18.581,-0.165341614130025,1.01476426130653e-06,0.02821,33.745,36.787,-0.124522274805915,0.0390410003725782
100847004,"MIR5188",0.014756,1,1,0,0.139029953488372,5.3627e-09,1,1,0,1.40381727762172e-08,1.9436e-05,1,1,0,3.88567520920502e-05,4.1506e-06,1,1,0,9.01690439613997e-06
100847017,"MIR5692C2",0.00063775,1,1,0,0.0141459363128492,0.017424,1,1,0,0.0271893660782809,0.00073299,1,1,0,0.0012444389407062,0.0013261,1,1,0,0.00223967798575326
100847042,"MIR5572",5.9654e-05,1,1,0,0.0021185173667263,0.027858,1,1,0,0.0421706956345178,0.00072687,1,1,0,0.001234630982004,0.0011215,1,1,0,0.00191326320422535
100847080,"MIR5190",0.03436,1,1,0,0.241369983728334,0.0086023,1,1,0,0.0140038606739937,9.4698e-05,1,1,0,0.000176677672659237,0.004197,1,1,0,0.00658397543464489
100873930,"DLG3-AS1",1.5025e-05,1,1,0,0.000661366518847007,0.0054296,1,1,0,0.00903559773809524,1e-20,1,1,0,5.02960526315789e-20,1.211e-08,1,1,0,3.15852042129901e-08
100874074,"DLEU1",0.026352,6.774,4.097,0.725440094013856,0.203332606060606,1.963e-15,6.801,3.812,0.835198772552,7.84989415340604e-15,0.0015235,4.864,4.224,0.203533394085132,0.00249546296957577,1.4093e-08,6.848,3.548,0.948676692100083,3.65945113596644e-08
100874100,"STEAP2-AS1",0.0050747,1,1,0,0.0657642853785901,4.8125e-05,1,1,0,9.57363470603931e-05,5.9942e-05,1,1,0,0.000114060380818054,9.2102e-07,1,1,0,2.10682261521092e-06
100874291,"ALMS1-IT1",1.2854e-05,1,1,0,0.000586134853211009,8.6762e-06,1,1,0,1.82413883436736e-05,1.1057e-15,1,1,0,4.20900074688797e-15,1e-20,1.098,1,0.134878054343112,5.48805712878601e-20
100874353,"RPS6KA2-IT1",0.01563,1,1,0,0.144351345724907,0.032379,1,1,0,0.0484342371589085,2.0937e-07,1,1,0,4.92805926724138e-07,9.8622e-14,1.55,1,0.632268215499513,3.59031119568768e-13
100874363,"HOXC-AS1",9.4126e-05,1,1,0,0.00310396902325581,0.0002973,5.101,7.974,-0.644523504600388,0.000557219634657282,1e-20,4.017,10.941,-1.4455542390118,5.02960526315789e-20,1.9027e-17,1,1,0,8.64711967781403e-17
100874364,"HOXC-AS2",0.0086324,1.071,1,0.0989584800881688,0.095952074356103,1.694e-05,9.949,13.444,-0.434339018752743,3.48587763363695e-05,1e-20,3.487,2.305,0.597219613460004,5.02960526315789e-20,1e-20,1,1,0,5.48805712878601e-20
100874365,"HOXC-AS3",0.0041637,1,1,0,0.0565761618069815,5.967e-09,6.086,29.482,-2.27626815833792,1.55726863477246e-08,1e-20,4.54,1,2.18269229751619,5.02960526315789e-20,5.8382e-14,1,1,0,2.15103262357414e-13
100885782,"MYO16-AS1",4.9446e-05,1,1,0,0.00182453901858736,0.04536,1,1,0,0.0657925914396887,0.0014181,1,1,0,0.00233164553014553,3.8041e-15,1,9.69,-3.27649666564036,1.51099584209588e-14
10096,"ACTR3",0.014857,96.676,125.852,-0.380498456043786,0.139320341993387,0.03254,99.687,88.974,0.164021564626107,0.0486587978872769,1e-20,99.106,78.514,0.336022475606322,5.02960526315789e-20,1e-20,113.494,89.643,0.340353193563567,5.48805712878601e-20
100996485,"C5orf66",0.015299,1,1,0,0.142389005157056,0.00015157,1,1,0,0.000290763755039026,1e-20,1,1,0,5.02960526315789e-20,1.1062e-10,1,1,0,3.30348109339408e-10
10102,"TSFM",0.007498,1,1,0,0.0870076843950906,1.8866e-05,1,1,0,3.86832559589292e-05,0.010073,1,1,0,0.0149491558819723,2.5304e-06,1,1,0,5.59863246301995e-06
10103,"TSPAN1",0.00019588,412.2,34.672,3.57150154122031,0.00565204906976744,1.7635e-16,165.679,612.162,-1.88552274132153,7.54590415152095e-16,1e-20,85.971,25.105,1.7758753625778,5.02960526315789e-20,0.019116,109.836,72.133,0.606619659953775,0.0272333349526975
101059948,"AC008687.4",1.2429e-08,2.175,1.096,0.988767602662926,1.4345378372093e-06,4.0265e-06,1,1,0,8.64765690416747e-06,0.00024516,1,1,0,0.000438215618424129,1e-20,1.189,1,0.249748715083569,5.48805712878601e-20
10109,"ARPC2",0.043209,598.561,713.1,-0.252606122725742,0.277684023285899,0.005164,415.49,371.134,0.162873580682652,0.00862247286300859,1.2522e-10,445,389.704,0.191426596384897,3.59889812030075e-10,7.401e-13,475.937,590.979,-0.312336250252293,2.55671821450713e-12
10110,"SGK2",0.0090726,8.672,5.666,0.614034154975773,0.0991791052863436,1e-20,17.029,81.907,-2.26599303625362,5.66341093670886e-20,9.7305e-15,1.131,10.6,-3.2283934303481,3.5106027607362e-14,1e-20,2.631,1,1.3956112485038,5.48805712878601e-20
10111,"RAD50",3.3428e-05,1,1,0,0.00131148746245059,0.024954,1,1.057,-0.0799753767205958,0.038084009825998,5.8986e-05,1.033,1.111,-0.105018562524033,0.000112353119342247,1.3169e-06,1,1,0,2.97544102798054e-06
10112,"KIF20A",0.0079632,7.968,3.695,1.10864328303457,0.0906453247706422,6.5598e-20,4.392,1,2.13487805434311,3.51416734850299e-19,1e-20,21.697,1.71,3.66542734773043,5.02960526315789e-20,1e-20,13.978,1.408,3.31143871272024,5.48805712878601e-20
101410543,"XXYLT1-AS2",3.4557e-07,2.24,1,1.16349873228288,2.57904347368421e-05,0.0044945,1,1,0,0.00754967983477281,7.1649e-07,1,1,0,1.62490835063779e-06,1.3132e-07,1,1,0,3.19826121735329e-07
101805492,"CASC9",3.7567e-11,1,1,0,1.00781092432432e-08,0.003536,1,1,0,0.00601370055509087,3.8531e-06,1,1,0,8.20375496658002e-06,1e-20,1,1,0,5.48805712878601e-20
101927087,"LINC02516",0.04397,1,1,0,0.281034269156471,0.028705,1,1,0,0.0433530981160105,1.2569e-07,1,1,0,3.00594384775808e-07,0.0053553,1,1,0,0.00828901806375443
101927115,"LINC01933",0.0073818,1,1.07,-0.0976107966264223,0.0863544452563347,5.5137e-10,1,1,0,1.54400168023037e-09,1.3331e-05,1,1,0,2.70476366772824e-05,3.957e-05,1,1,0,7.92573550822324e-05
101927196,"FSIP2-AS2",0.020189,1,1,0,0.171718949443016,1.9789e-05,1,1,0,4.05089487461102e-05,0.031236,1,1,0,0.0432790225336797,2.1029e-05,1,1,0,4.31479767077886e-05
101927229,"LINC01929",0.0016273,1,1,0,0.0281894935427574,1.6949e-05,1,1,0,3.48740877644894e-05,1e-20,1,1,0,5.02960526315789e-20,6.7296e-06,1,1,0,1.43771659509202e-05
101927258,"LINC01474",0.044103,1,1.015,-0.0214797274104513,0.281431294117647,1e-20,1.034,1,0.0482361856528476,5.66341093670886e-20,3.2475e-06,1,1,0,6.95957881704354e-06,0.0066455,1,1,0,0.0101395398439105
101927354,"AC005532.1",2.1185e-06,1,1,0,0.000122972111111111,3.8299e-10,1,1,0,1.08347512522135e-09,7.2554e-09,1,1,0,1.87834517439892e-08,0.00028683,1,1,0,0.000529187103476821
101927418,"AL049870.3",0.006373,1,1,0,0.0777130196560197,3.0452e-05,1,1,0,6.14479819559726e-05,0.025279,1,1.4,-0.485426827170242,0.035525359375,0.00079995,1,1,0,0.0013923065716517
101927481,"LINC01909",0.00051055,1,1,0,0.0120230588374852,4.1342e-09,1,1,0,1.09013814194765e-08,1e-20,1.151,1,0.202887833470143,5.02960526315789e-20,0.0028095,1,1,0,0.00451086567970607
101927503,"LINC02688",0.00091554,4.127,1.378,1.58251755030274,0.0182850101408451,0.044586,1,1,0,0.0647875829002079,9.0031e-10,1,1,0,2.46256527728086e-09,8.3725e-08,1.131,1.554,-0.45838757441789,2.06596443201949e-07
101927505,"AC090164.5",0.0012059,1,1,0,0.0224995552631579,1e-20,21.886,1,4.45193639899597,5.66341093670886e-20,2.2904e-05,1,1,0,4.54061059728585e-05,0.012819,1,1,0,0.0187563716517857
101927541,"LINC01273",3.4117e-08,1.614,1,0.690640578615693,3.49118909278351e-06,1.5412e-05,2.83,2.45,0.208020303829312,3.18257586557105e-05,9.8571e-08,1,1.537,-0.620117165028684,2.37197134088763e-07,1.4782e-06,2.43,2.015,0.270176475077814,3.32875046983935e-06
101927571,"AC090912.2",1.974e-06,1,1,0,0.000115258376470588,3.131e-07,1.36,1.047,0.377345209206894,7.29685797645097e-07,8.2788e-06,1,2.478,-1.30917618747851,1.71057908108108e-05,9.7152e-11,1,1,0,2.914167730821e-10
101927682,"CD81-AS1",0.043553,1,1,0,0.278946215483871,1.908e-18,1,1,0,9.2508840234121e-18,0.038019,1,1,0,0.0519645867103695,0.0020165,1,1,0,0.0033084316475265
101927688,"SEPT4-AS1",0.001303,1,1,0,0.0237968316467341,0.0023249,1,1.448,-0.534061602421118,0.00402684994966313,0.00026515,1.101,1.043,0.0780753110446032,0.000472437480577999,1.1675e-18,1.05,1,0.070389327891398,5.70866004826678e-18
101927698,"DSCAS",0.024048,1,1,0,0.192006436670688,2.8839e-09,1,1,0,7.67781304606594e-09,0.00024547,1,1,0,0.00043873554005611,8.8206e-06,1,1,0,1.86477624928856e-05
101927722,"LINC01644",9.373e-05,1,1,0,0.00309605317803661,0.014269,1,1,0,0.022571642548978,1e-20,1,1,0,5.02960526315789e-20,1e-20,1.169,1.218,-0.0592392033746759,5.48805712878601e-20
