"cancer_type","ncbi_gene_id","fdr_adjusted_p_value","cancer_sample_med","normal_sample_med","log2_fold_change","p_value","gene_symbol"
"PAAD",148398,0.00044409,5.16,9.445,-0.872179730965116,0.0107382152009744,"SAMD11"
"PAAD",84069,0.024176,6.13,4.295,0.513228942552318,0.192640876404494,"PLEKHN1"
"PAAD",84808,0.00075976,1.885,1.204,0.646729131396325,0.0160454845957447,"PERM1"
"PAAD",401934,2.5743e-06,2.386,1,1.25459404303314,0.000145598300854701,"RNF223"
"PAAD",254099,1.7534e-06,1,1,0,0.000103905960597015,"LINC01342"
"PAAD",406984,0.0019145,2.65,1.219,1.12029423371771,0.0320620652649285,"MIR200B"
"PAAD",406983,0.0019188,4.755,2.945,0.691177707030103,0.0320620652649285,"MIR200A"
"PAAD",554210,0.0082981,15.114,8.846,0.772788380556744,0.0934925545970488,"MIR429"
"PAAD",254173,4.3955e-06,1,1,0,0.000229630173684211,"TTLL10"
"PAAD",388581,0.0025541,5.667,2.537,1.15946168304559,0.0394276774494557,"C1QTNF12"
"PAAD",1855,0.02303,59.219,38.12,0.635512009443535,0.186913965658217,"DVL1"
"PAAD",55210,0.042371,20.977,18.13,0.210429442318533,0.274436897879282,"ATAD3A"
"PAAD",100996583,0.013947,5.756,1.551,1.89186790570421,0.133869069115515,"AL139246.3"
"PAAD",127281,0.005272,52.523,34.475,0.607398770460982,0.0677409346278317,"PRXL2B"
"PAAD",79258,1.1801e-14,2.599,1.112,1.22479984574869,7.321045375e-12,"MMEL1"
"PAAD",100422968,0.010399,1,1,0,0.108653130526316,"MIR4251"
"PAAD",27237,0.0059056,50.15,25.358,0.983808737058281,0.0737294046511628,"ARHGEF16"
"PAAD",127262,1.961e-07,96.972,81.006,0.25953946879048,1.58251105691057e-05,"TPRG1L"
"PAAD",7161,0.012679,1.422,1,0.507921464957328,0.125101147117296,"TP73"
"PAAD",100616421,0.002199,1,1,0,0.0352906612772838,"MIR4689"
"PAAD",26038,0.013188,1,1,0,0.12858947740668,"CHD5"
"PAAD",54626,0.019163,1,1.478,-0.563646269484064,0.165614748476936,"HES2"
"PAAD",83715,7.7975e-06,4.107,1.588,1.3708740348361,0.000378474254278729,"ESPN"
"PAAD",102724539,0.013055,1,1,0,0.127606036435254,"LINC01714"
"PAAD",102465436,3.4953e-05,1,1,0,0.0013552479609375,"MIR6728"
"PAAD",100505975,0.039563,1,1,0,0.26311714438861,"ENO1-AS1"
"PAAD",80045,0.00057377,7.819,6.803,0.200813018768985,0.01313781088812,"GPR157"
"PAAD",22883,0.0078198,144.229,114.068,0.338467152415109,0.0892176262068965,"CLSTN1"
"PAAD",100847055,0.016932,1,1,0,0.152510918330309,"MIR5697"
"PAAD",1325,0.0046713,1,1,0,0.0622798170584285,"CORT"
"PAAD",54897,0.018975,5.81,4.121,0.495543700011392,0.16466401048951,"CASZ1"
"PAAD",105376736,0.00063709,1,1,0,0.0141459363128492,"EXOSC10-AS1"
"PAAD",374946,0.0031773,1,1,0,0.0463548572687225,"DRAXIN"
"PAAD",943,0.013952,1,2.364,-1.24123003551545,0.133869069115515,"TNFRSF8"
"PAAD",100616438,0.03361,1,1,0,0.239063317807238,"MIR4632"
"PAAD",102466722,5.6885e-14,1.489,1,0.574343753920013,2.97179215789474e-11,"MIR6730"
"PAAD",63036,0.00015794,2.844,19.99,-2.81328510201257,0.00478690821374046,"CELA2A"
"PAAD",23207,0.0012154,46.62,69.179,-0.569385154871872,0.022570739756782,"PLEKHM2"
"PAAD",388595,0.00042677,1,1,0,0.0104642097777778,"TMEM82"
"PAAD",348487,0.027995,1.846,2.203,-0.255066942055109,0.211603758266819,"FAM131C"
"PAAD",1969,0.005696,107.279,20.998,2.35304386741891,0.0719846392879848,"EPHA2"
"PAAD",128272,0.027863,9.212,8.622,0.0954918486143531,0.211040166348722,"ARHGEF19"
"PAAD",26099,0.00028061,68.543,82.299,-0.263865563506018,0.00756884472826087,"SZRD1"
"PAAD",55707,0.027185,106.515,155.359,-0.544549207070252,0.207488127643214,"NECAP2"
"PAAD",9696,0.0041143,11.863,18.459,-0.63785550334394,0.0563678975845411,"CROCC"
"PAAD",112267871,1.9422e-05,1,1,0,0.000825300239316239,"BX284668.2"
"PAAD",400743,1.1596e-06,1,1,0,7.33133095541401e-05,"AL590644.1"
"PAAD",29943,6.8766e-09,14.342,1,3.84217431759439,8.64014324050633e-07,"PADI1"
"PAAD",51702,0.0028931,1,1,0,0.0435104706060606,"PADI3"
"PAAD",100616188,0.0039296,1,1,0,0.0545527406993007,"MIR3972"
"PAAD",81569,0.041521,1,1,0,0.271099590924038,"ACTL8"
"PAAD",22977,7.7414e-09,39.243,13.858,1.50171627377627,9.57085624539877e-07,"AKR7A3"
"PAAD",832,0.029307,429.166,525.689,-0.292673761567407,0.217577623036649,"CAPZB"
"PAAD",54546,0.0048488,1.894,1.969,-0.0560267804331689,0.0639165853917663,"RNF186"
"PAAD",391013,0.0066097,1,1,0,0.0796212162621359,"PLA2G2C"
"PAAD",127733,0.0002028,6.897,3.168,1.12239663135973,0.00582621774566474,"UBXN10"
"PAAD",127731,0.0024254,1,1,0,0.0376830726134585,"VWA5B1"
"PAAD",55450,0.0083989,148.621,68.352,1.12058252440853,0.0940964634311512,"CAMK2N1"
"PAAD",401944,8.5708e-06,1,1,0,0.000409994027951807,"LDLRAD2"
"PAAD",23436,0.037106,4.229,38.875,-3.20045420976389,0.253223895496734,"CELA3B"
"PAAD",54361,0.010814,6.982,6.899,0.0172530963903106,0.111754048932847,"WNT4"
"PAAD",714,0.02645,258.784,925.208,-1.83802931890507,0.203758401241754,"C1QC"
"PAAD",713,0.045913,308.612,1148.838,-1.89630930939955,0.288324872865275,"C1QB"
"PAAD",3352,1.1162e-10,3.212,1,1.68347189285523,2.46208915555556e-08,"HTR1D"
"PAAD",2582,0.0013437,103.685,49.409,1.06936143391108,0.0242721859872611,"GALE"
"PAAD",57822,1.5863e-06,1,1,0,9.68960849230769e-05,"GRHL3"
"PAAD",6006,9.6732e-05,1,1,0,0.00317934381456954,"RHCE"
"PAAD",79000,1.5851e-08,1.661,1.11,0.581492396724908,1.78002569832402e-06,"AUNIP"
"PAAD",2810,0.041441,242.31,16.532,3.87352077130844,0.270709684764725,"SFN"
"PAAD",388610,0.0045568,67.445,38.143,0.822293175606556,0.0610402116059379,"TRNP1"
"PAAD",115572,0.0010513,2.591,1.841,0.493019388830188,0.0203613732682927,"TENT5B"
"PAAD",6548,5.0153e-05,52.282,41.638,0.328413557902487,0.00183817799261993,"SLC9A1"
"PAAD",9064,0.031599,27.456,19.946,0.461022002668652,0.229445262618873,"MAP3K6"
"PAAD",388611,1.0373e-05,1,1,0,0.000489132532066508,"CD164L2"
"PAAD",2537,4.0738e-05,548.963,347.909,0.657998914862195,0.0015492926743295,"IFI6"
"PAAD",22826,0.017711,104.552,127.542,-0.286751749698734,0.15682371632471,"DNAJC8"
"PAAD",93974,0.020921,208.194,201.086,0.0501158499186814,0.175349556775011,"ATP5IF1"
"PAAD",10076,0.043173,27.686,23.105,0.260951542495196,0.277684023285899,"PTPRU"
"PAAD",105378622,0.024182,1,1,0,0.192640876404494,"LINC01778"
"PAAD",64129,0.040221,200.733,146.2,0.457334500341621,0.265452050515121,"TINAGL1"
"PAAD",79140,0.00012096,12.183,17.526,-0.524627330904853,0.00381764375198728,"CCDC28B"
"PAAD",65108,0.049201,388.238,327.91,0.243641434141311,0.300784362965241,"MARCKSL1"
"PAAD",149076,0.011135,25.485,38.563,-0.597568936829956,0.114297838676319,"ZNF362"
"PAAD",113444,2.839e-06,13.659,15.09,-0.14374094067369,0.000156991164345404,"SMIM12"
"PAAD",2709,3.0672e-10,9.114,1,3.18808437056115,5.74434475471698e-08,"GJB5"
"PAAD",2707,0.015189,51.98,5.86,3.14898406404995,0.141497901454716,"GJB3"
"PAAD",79729,0.0084349,9.8,5.823,0.751019130455113,0.0943910004509583,"SH3D21"
"PAAD",109616970,0.0081666,1,1,0,0.092272819123506,"SNORA63C"
"PAAD",284656,0.00084792,4.851,2.247,1.11028205501491,0.0173522018125644,"EPHA10"
"PAAD",149175,0.0010044,5.577,3.017,0.886374574493936,0.0197263295746785,"MANEAL"
"PAAD",79693,0.013255,17.271,14.837,0.219152205553823,0.129115927379784,"YRDC"
"PAAD",26292,0.0004794,16.437,13.858,0.246227948126868,0.0113840296650718,"MYCBP"
"PAAD",54933,0.0017843,13.788,5.822,1.2438264592445,0.0303790082332762,"RHBDL2"
"PAAD",8761,0.00045701,96.672,126.106,-0.383466925025408,0.0109970454787879,"PABPC4"
"PAAD",51440,0.0092367,1,1,0,0.100145804696887,"HPCAL4"
"PAAD",101929536,0.022682,1,1,0,0.185073187011919,"AL033527.3"
"PAAD",84879,0.0010713,15.584,5.183,1.58820628369764,0.0206854367346939,"MFSD2A"
"PAAD",5538,0.02729,110.947,169.936,-0.615120854172072,0.208049569892473,"PPT1"
"PAAD",284716,1.1477e-10,1,1,0,2.50375169230769e-08,"RIMKLA"
"PAAD",4904,0.011392,273.93,329.385,-0.265967582701236,0.116394227483273,"YBX1"
"PAAD",6513,0.042589,157.538,36.532,2.10846722191961,0.275309940735917,"SLC2A1"
"PAAD",440585,6.8506e-05,1,1,0,0.0023651845426087,"FAM183A"
"PAAD",10969,0.04005,73.526,62.651,0.230916963591609,0.26484763491006,"EBNA1BP2"
"PAAD",149465,0.0065408,1,1,0,0.0790791483556638,"CFAP57"
"PAAD",149466,0.047821,28.763,15.586,0.883963436221793,0.295414313627878,"C1orf210"
"PAAD",991,0.016995,24.984,10.494,1.25143977937776,0.152924264612596,"CDC20"
"PAAD",266675,0.00026953,1.058,1,0.0813396274519388,0.0073097125136612,"BEST4"
"PAAD",343521,0.0013184,1,1,0,0.0239678358974359,"TCTEX1D4"
"PAAD",84842,1.0259e-07,2.511,1.246,1.0109579602475,8.85485513043478e-06,"HPDL"
"PAAD",101929626,0.0044506,1,1,0,0.0599411880597015,"AL358075.2"
"PAAD",10103,0.00019588,412.2,34.672,3.57150154122031,0.00565204906976744,"TSPAN1"
"PAAD",7388,0.047239,347.106,297.949,0.220310898127223,0.29324222263915,"UQCRH"
"PAAD",127343,3.9508e-06,1,1,0,0.000210271532439678,"DMBX1"
"PAAD",8569,0.039447,24.082,37.992,-0.657740449017616,0.262696150234742,"MKNK1"
"PAAD",374973,0.012276,1,1,0,0.122758693507801,"TEX38"
"PAAD",1579,0.003793,1,1,0,0.0530645778717407,"CYP4A11"
"PAAD",260293,0.026423,4.101,4.093,0.00281707688413151,0.203683369565217,"CYP4X1"
"PAAD",6491,0.03554,3.915,2.507,0.643050311344464,0.246175882763433,"STIL"
"PAAD",84793,0.014767,4.022,2.66,0.5964868359168,0.139067592030361,"FOXD2-AS1"
"PAAD",2306,3.0722e-05,1.873,1.284,0.544705697120742,0.001219786288,"FOXD2"
"PAAD",84871,0.012136,1,1,0,0.121801755308392,"AGBL4"
"PAAD",1996,0.013393,1.082,1.095,-0.0172303706617203,0.130145205479452,"ELAVL4"
"PAAD",102724097,8.8209e-05,1.122,1,0.166072675946706,0.00295009409427609,"TTC39A-AS1"
"PAAD",5865,0.025045,3.595,2.586,0.475269495516406,0.197298944444444,"RAB3B"
"PAAD",6512,0.0085469,2.154,1.988,0.115700492981921,0.0953219431460674,"SLC1A7"
"PAAD",388633,0.0049742,1,1,0,0.0649229575279421,"LDLRAD1"
"PAAD",26027,0.010775,4.8,2.777,0.789507228677035,0.11163903649635,"ACOT11"
"PAAD",374977,2.6107e-05,1,1,0,0.00106204131967213,"MROH7"
"PAAD",55001,0.00028378,23.63,11.533,1.03485178916194,0.00763360509485095,"TTC22"
"PAAD",163747,0.0004539,1,1,0,0.0109354645631068,"LEXM"
"PAAD",199964,9.4071e-07,1.296,1.074,0.271071724899212,6.08305371986971e-05,"TMEM61"
"PAAD",731,0.015744,1,1,0,0.144946290217895,"C8A"
"PAAD",1600,0.00024774,1,1,0,0.00684976947075209,"DAB1"
"PAAD",27329,0.040456,1,1,0,0.266555762363093,"ANGPTL3"
"PAAD",100996301,0.0037877,1,1,0,0.0530278,"FOXD3-AS1"
"PAAD",55225,0.045864,11.646,8.416,0.468627914142518,0.288130420253165,"RAVER2"
"PAAD",205,0.0094437,10.55,1.849,2.51242586907771,0.10172345762344,"AK4"
"PAAD",9829,0.0059523,1.103,1.198,-0.119195117197403,0.0741776896421845,"DNAJC6"
"PAAD",100422871,0.034571,1,1,0,0.242004,"MIR3117"
"PAAD",149233,0.03759,1,1,0,0.25547301609038,"IL23R"
"PAAD",1491,0.039646,2.922,1.989,0.554912901969755,0.263404414993307,"CTH"
"PAAD",127255,2.012e-05,1,1,0,0.000846233559322034,"LRRIQ3"
"PAAD",204962,0.0013497,1.582,1.078,0.553392421720286,0.0243362801089918,"SLC44A5"
"PAAD",4438,0.041182,1,1,0,0.269674333003627,"MSH4"
"PAAD",102466995,0.021758,1,1,0,0.180125027522936,"MIR7156"
"PAAD",26289,0.0008722,1.301,1.109,0.230361596556085,0.017650269520897,"AK5"
"PAAD",148418,0.044548,5.814,3.626,0.681152146392079,0.283178641050272,"SAMD13"
"PAAD",23566,0.0019055,1,1,0,0.0320304707874682,"LPAR3"
"PAAD",255631,1.9456e-05,1,1,0,0.000825300239316239,"COL24A1"
"PAAD",9635,0.0047206,1,1,0,0.0626325958583834,"CLCA2"
"PAAD",163351,0.00333,1,1,0,0.0479442355329949,"GBP6"
"PAAD",84230,0.037822,6.352,13.806,-1.12001257180229,0.256107038854806,"LRRC8C"
"PAAD",253152,0.00047287,4.482,1.42,1.65825171911835,0.0112829510096154,"EPHX4"
"PAAD",30836,0.024994,24.026,22.444,0.0982666615702512,0.197053569499603,"DNTTIP2"
"PAAD",24,0.043206,1,1,0,0.277684023285899,"ABCA4"
"PAAD",163404,0.0019155,1,1,0,0.0320620652649285,"PLPPR5"
"PAAD",391059,0.029751,2.207,1.418,0.638229097040098,0.219641819263667,"FRRS1"
"PAAD",23443,0.022,5.176,4.006,0.3696751961798,0.18112892371476,"SLC35A3"
"PAAD",64645,3.6271e-09,1,1,0,4.9318622739726e-07,"MFSD14A"
"PAAD",280,0.0035252,11.483,20.99,-0.870202562969705,0.0502385286432161,"AMY2B"
"PAAD",279,0.0002501,2.707,14.116,-2.38256454256476,0.00688679922330097,"AMY2A"
"PAAD",22854,0.013741,1,1,0,0.132613676227516,"NTNG1"
"PAAD",29899,0.00012085,3.496,1.897,0.881985506089123,0.00381764375198728,"GPSM2"
"PAAD",127003,0.017939,1,1,0,0.158207475788538,"C1orf194"
"PAAD",84722,0.02761,6.832,5.636,0.277636363310854,0.209603717017208,"PSRC1"
"PAAD",5686,0.022416,56.066,51.742,0.115790325087174,0.183733456647399,"PSMA5"
"PAAD",79574,0.0083991,91.604,6.644,3.78528661831724,0.0940964634311512,"EPS8L3"
"PAAD",1435,0.031145,51.962,116.077,-1.1595532728542,0.226895611009174,"CSF1"
"PAAD",388662,0.0011447,1.35,1.159,0.220078840931722,0.0217044741165234,"SLC6A17"
"PAAD",84432,0.019254,1,1,0,0.166187133913043,"PROK1"
"PAAD",440602,0.0043449,1,1,0,0.058636950917743,"CYMP-AS1"
"PAAD",5906,0.034372,35.463,49.342,-0.476501607695139,0.241369983728334,"RAP1A"
"PAAD",643355,0.0013663,1,1,0,0.0246132373865699,"LINC01750"
"PAAD",100422976,0.012658,1,1,0,0.125018216915423,"MIR4256"
"PAAD",6566,0.0099599,23.599,13.012,0.858882999654446,0.105847930835118,"SLC16A1"
"PAAD",440603,0.015645,18.497,9.195,1.00836982147355,0.144351345724907,"BCL2L15"
"PAAD",9398,3.8312e-16,1.582,3.643,-1.20337739526999,3.62176106666667e-13,"CD101"
"PAAD",200162,8.3516e-06,1,1,0,0.000402417386407767,"SPAG17"
"PAAD",6913,3.8826e-08,1.823,1,0.866314561377047,3.82524453465346e-06,"TBX15"
"PAAD",3158,0.00014182,6.184,1,2.62854031926276,0.00436497773643411,"HMGCS2"
"PAAD",83998,0.00047488,92.487,3.317,4.80129967700036,0.0113037383213429,"REG4"
"PAAD",101954264,0.00041069,1,1,0,0.0101531978580324,"RNVU1-4"
"PAAD",2210,0.015174,1,2.515,-1.3305584000308,0.141424529577465,"FCGR1B"
"PAAD",554282,0.0054801,1,1,0,0.0698273075738126,"FAM72C"
"PAAD",728833,0.00061127,1,1,0,0.0137272986877828,"FAM72D"
"PAAD",10401,0.011487,31.577,23.721,0.412709282743642,0.116883610456176,"PIAS3"
"PAAD",8515,0.010449,2.38,2.071,0.200634019974794,0.108831871983211,"ITGA10"
"PAAD",2330,6.1401e-05,20.66,12.977,0.670883352018746,0.00217278547593583,"FMO5"
"PAAD",51205,0.0031426,14.371,10.304,0.479955956051589,0.0461437951219512,"ACP6"
"PAAD",100847044,0.0077007,1,1,0,0.0885714347624565,"MIR5087"
"PAAD",101954273,0.010547,1.749,1.523,0.199614347434361,0.109622536125654,"RNVU1-1"
"PAAD",9900,0.014618,5.98,3.929,0.605983316626781,0.138188826666667,"SV2A"
"PAAD",10903,0.0061528,65.594,41.98,0.643861688363735,0.0758765634782609,"MTMR11"
"PAAD",23632,1.1153e-13,1.558,1,0.639695233399582,5.40022819512195e-11,"CA14"
"PAAD",79630,0.0047448,43.328,72.584,-0.744351919834286,0.0627958464,"C1orf54"
"PAAD",148523,0.0071256,8.997,7.099,0.341828209106077,0.0840507493761141,"CIART"
"PAAD",2029,0.037702,174.387,155.055,0.169512447022666,0.25586419138756,"ENSA"
"PAAD",55204,0.030128,37.776,25.342,0.575939559681893,0.22176531553578,"GOLPH3L"
"PAAD",149428,0.016153,1,1,0,0.147393801470588,"BNIPL"
"PAAD",5710,0.01379,246.323,221.007,0.156459278257723,0.132828277535177,"PSMD4"
"PAAD",8991,0.030537,84.28,64.058,0.395811558738918,0.22395285408201,"SELENBP1"
"PAAD",57530,0.0057791,69.697,33.492,1.05728002860672,0.0725200336283186,"CGN"
"PAAD",7286,0.016155,34.964,20.401,0.777230372669832,0.147393801470588,"TUFT1"
"PAAD",693139,0.0085618,1,1,0,0.0954099151515151,"MIR554"
"PAAD",11189,0.0001817,1.32,1,0.400537929583729,0.00533595917159763,"CELF3"
"PAAD",284485,0.00059633,1.349,1,0.431890348286181,0.0134833065603645,"RIIAD1"
"PAAD",339398,0.0041186,1,1,0,0.0563878946206897,"LINGO4"
"PAAD",100191040,6.1716e-07,1,1,0,4.26894087804878e-05,"C2CD4D"
"PAAD",6281,0.048497,1801.691,1047.194,0.782822865807351,0.298068868111455,"S100A10"
"PAAD",3713,0.0014065,1,1,0,0.025200214801444,"IVL"
"PAAD",6698,0.014327,2.974,1,1.57240464739033,0.136020853180296,"SPRR1A"
"PAAD",6707,2.2147e-05,6.43,1,2.68481873755322,0.000925604724210526,"SPRR3"
"PAAD",6699,0.00032584,8.108,1,3.01934608880481,0.00851128378947368,"SPRR1B"
"PAAD",6703,0.0045776,1,1,0,0.0611764896366083,"SPRR2D"
"PAAD",114771,0.011079,1,1,0,0.113951096841015,"PGLYRP3"
"PAAD",6277,0.010685,11971.892,3945.778,1.60126947568267,0.110824775339603,"S100A6"
"PAAD",6276,1.5413e-17,2.043,1,1.03068920407114,2.03985917333333e-14,"S100A5"
"PAAD",6275,0.017632,538.367,399.376,0.430842342099118,0.1563079125,"S100A4"
"PAAD",6273,8.2716e-06,31.486,10.204,1.62557568423295,0.000399532367883212,"S100A2"
"PAAD",140576,0.015958,595.882,226.364,1.39638213203081,0.146152108856089,"S100A16"
"PAAD",57402,0.025164,344.607,69.969,2.30016422946434,0.197985160063391,"S100A14"
"PAAD",6284,0.014977,51.488,38.148,0.432628808864314,0.140076759302873,"S100A13"
"PAAD",27173,7.1306e-10,1,1,0,1.19963280677966e-07,"SLC39A1"
"PAAD",10899,0.011349,20.042,15.959,0.328656228587785,0.116074367851623,"JTB"
"PAAD",25912,0.02667,278.376,233.462,0.25384709022359,0.205152704607046,"C1orf43"
"PAAD",89872,0.0092107,1,1,0,0.0999731090213231,"AQP10"
"PAAD",101928101,0.019134,1,1,0,0.165439097560976,"IL6R-AS1"
"PAAD",55585,0.018284,63.196,58.078,0.121841472803009,0.160395036676977,"UBE2Q1"
"PAAD",1141,0.0006244,1,1,0,0.0139276278651685,"CHRNB2"
"PAAD",10654,0.00088359,115.807,91.188,0.344806571518173,0.0177807143262411,"PMVK"
"PAAD",1163,2.283e-08,52.159,29.956,0.800071215496193,2.46315847826087e-06,"CKS1B"
"PAAD",51043,0.0092654,45.817,35.529,0.366885914008391,0.100347365411893,"ZBTB7B"
"PAAD",8751,0.04382,149.625,77.689,0.945569000423023,0.280256005154639,"ADAM15"
"PAAD",1944,2.1963e-09,5.507,1.982,1.47430964596439,3.25380205970149e-07,"EFNA3"
"PAAD",55974,8.7892e-13,114.478,73.742,0.634511922388462,3.23117034074074e-10,"SLC50A1"
"PAAD",80128,0.0017799,3.388,2.26,0.584111102029649,0.0303301071244635,"TRIM46"
"PAAD",4582,3.3838e-05,1026.437,267.1,1.94219320025583,0.0013249545877712,"MUC1"
"PAAD",4580,0.017536,35.582,30.024,0.245031408831036,0.15592665830721,"MTX1"
"PAAD",10712,0.03929,25.688,18.941,0.439582069520165,0.262532844160215,"FAM189B"
"PAAD",10067,0.00012744,118.727,108.446,0.130671218536237,0.00399674388625592,"SCAMP3"
"PAAD",57657,0.00017559,3.928,2.878,0.448728337574395,0.00522610596701649,"HCN3"
"PAAD",2224,0.011485,61.644,55.326,0.156002856998883,0.116883610456176,"FDPS"
"PAAD",23623,0.01127,52.463,36.135,0.537903413522161,0.115385270758123,"RUSC1"
"PAAD",339403,0.00018815,1,1,0,0.00550096288659794,"RXFP4"
"PAAD",57111,0.0080757,277.591,132.114,1.07117743814135,0.0915584217018846,"RAB25"
"PAAD",64218,0.047166,13.652,21.504,-0.655492723679895,0.292880648107601,"SEMA4A"
"PAAD",79957,0.0012909,5.032,3.769,0.416950127214933,0.0235975569060773,"PAQR6"
"PAAD",7203,0.00075136,280.896,238.095,0.238498756122629,0.0159074202985075,"CCT3"
"PAAD",128239,1.2949e-09,9.518,2.222,2.0987996377714,2.10707826229508e-07,"IQGAP3"
"PAAD",128240,0.019893,151.86,126.73,0.26098382820367,0.169791783319003,"NAXE"
"PAAD",63827,0.004069,1.294,1,0.371837617330421,0.0560561047817048,"BCAN"
"PAAD",1382,0.00092069,90.97,36.008,1.33707338331038,0.0183693848040201,"CRABP2"
"PAAD",79590,0.00011481,149.947,120.896,0.310686146444368,0.00365844,"MRPL24"
"PAAD",3645,0.012268,1,1,0,0.122754201612903,"INSRR"
"PAAD",4332,0.016156,13.139,45.789,-1.80114558055746,0.147393801470588,"MNDA"
"PAAD",56833,0.028016,3.009,8.573,-1.51051603672817,0.211603758266819,"SLAMF8"
"PAAD",25790,0.00022155,1.664,1.322,0.3319332566334,0.00625634509246088,"CFAP45"
"PAAD",57549,0.0068216,12.579,7.082,0.82878848717663,0.0815306461167971,"IGSF9"
"PAAD",100505633,1.7378e-05,57.12,3.409,4.06657547477652,0.000748347193058568,"LINC01133"
"PAAD",50848,0.021593,88.772,58.287,0.60693055216866,0.179382339748954,"F11R"
"PAAD",81607,0.015256,41.067,26.812,0.615100721381209,0.142055399624765,"NECTIN4"
"PAAD",2207,0.03658,141.543,386.756,-1.4501832707072,0.251275487889273,"FCER1G"
"PAAD",336,0.00016037,1,1,0,0.0048383970212766,"APOA2"
"PAAD",9970,0.00060376,1,1,0,0.013604816708286,"NR1I3"
"PAAD",2214,0.025365,62.168,230.568,-1.89094822662307,0.198559140378549,"FCGR3A"
"PAAD",9722,5.7573e-05,1,1,0,0.00205195546858169,"NOS1AP"
"PAAD",400793,0.0017106,5.175,2.451,1.07818837840721,0.0292748544827586,"C1orf226"
"PAAD",339512,0.0097209,1,1,0,0.103875403119957,"CCDC190"
"PAAD",6258,0.00057615,1.175,1.615,-0.458873408128925,0.0131618076234214,"RXRG"
"PAAD",7371,0.013445,13.617,10.082,0.433627034649685,0.130454613880743,"UCK2"
"PAAD",387597,0.036498,1,1.022,-0.0313951962755344,0.250860839044652,"ILDR2"
"PAAD",84944,2.243e-07,1,1,0,1.78112144e-05,"MAEL"
"PAAD",10223,0.00042696,2.779,2.234,0.314936648717247,0.0104642097777778,"GPA33"
"PAAD",101928565,0.035073,1,1,0,0.244133659186536,"AL023755.1"
"PAAD",481,0.044252,491.223,290.754,0.756579072556458,0.282019487640449,"ATP1B1"
"PAAD",8548,0.00065685,30.864,20.781,0.570659968832676,0.0143768315325248,"BLZF1"
"PAAD",57821,0.023204,2.602,2.841,-0.126777869471746,0.18793010766721,"CCDC181"
"PAAD",2153,1.2105e-08,12.744,3.349,1.92801589081859,1.40531263157895e-06,"F5"
"PAAD",149281,0.0023493,1,1,0,0.0369558665610143,"METTL11B"
"PAAD",4653,0.0051184,1,1,0,0.06623890273794,"MYOC"
"PAAD",51430,0.031043,26.461,20.57,0.36332579034557,0.22655064461595,"SUCO"
"PAAD",462,0.00065051,1,1,0,0.0142864127433628,"SERPINC1"
"PAAD",27101,3.0588e-05,39.417,32.579,0.274875656492094,0.00121689975150301,"CACYBP"
"PAAD",63923,0.01298,1,1.088,-0.121678556588252,0.127248869135802,"TNN"
"PAAD",84066,0.014679,1,1,0,0.13850166730038,"TEX35"
"PAAD",9917,0.042295,30.336,24.075,0.333495071280075,0.2741235194254,"FAM20B"
"PAAD",126859,1.6944e-06,1,1,0,0.000101623047734139,"AXDND1"
"PAAD",163589,4.1823e-10,1,1,0,7.47991167567568e-08,"TDRD5"
"PAAD",163590,0.047308,24.252,19.23,0.334744964873632,0.293487005,"TOR1AIP2"
"PAAD",5768,0.02213,206.721,124.604,0.730334572042963,0.181915014492754,"QSOX1"
"PAAD",80896,0.016591,15.134,42.466,-1.48851487306604,0.150052178587699,"NPL"
"PAAD",3918,0.0081832,281.172,169.126,0.733354468888967,0.0924077852104664,"LAMC2"
"PAAD",23057,0.031972,3.224,2.058,0.647608761633999,0.231604252462605,"NMNAT2"
"PAAD",284649,0.00057168,1,1,0,0.0131202212254335,"SMG7-AS1"
"PAAD",4688,0.02668,34.541,109.452,-1.6639165607153,0.205152704607046,"NCF2"
"PAAD",23127,3.449e-10,4.14,1.705,1.27985902847515,6.34749318518519e-08,"COLGALT2"
"PAAD",81563,0.01312,10.657,9.369,0.185834394025394,0.128115218888342,"C1orf21"
"PAAD",80267,0.01188,26.212,17.489,0.583779636791297,0.1199602034588,"EDEM3"
"PAAD",116496,0.025536,14.578,25.418,-0.802057711683613,0.199425913453973,"FAM129A"
"PAAD",54953,0.006523,22.274,14.062,0.663558863245151,0.0789470851919561,"ODR4"
"PAAD",103752588,1.2646e-07,1,1,0,1.05927591561181e-05,"PACERR"
"PAAD",5321,0.0091474,12.848,7.647,0.748578018773957,0.0996128276467362,"PLA2G4A"
"PAAD",51022,0.020735,42.476,35.1,0.275176882225352,0.174724563667233,"GLRX2"
"PAAD",8707,0.010034,1,1.07,-0.0976107966264223,0.106407568376068,"B3GALT2"
"PAAD",343450,0.00083386,1,1.002,-0.00288250853312144,0.0172076805821206,"KCNT2"
"PAAD",10878,0.019875,1,1,0,0.169775602409639,"CFHR3"
"PAAD",554279,0.036744,1,1,0,0.25196610984456,"LINC00862"
"PAAD",23528,0.028169,12.02,17.508,-0.542577393040499,0.21206332499052,"ZNF281"
"PAAD",9928,0.0049644,1.548,1,0.630405471482323,0.0648803612903226,"KIF14"
"PAAD",101929224,0.014503,1,1,0,0.13736333778626,"AL445483.1"
"PAAD",2848,0.010336,1,1,0,0.108222717299578,"GPR25"
"PAAD",55765,0.0087756,41.492,21.523,0.946954016688486,0.0970006743875278,"INAVA"
