"cancer_type","ncbi_gene_id","fdr_adjusted_p_value","cancer_sample_med","normal_sample_med","log2_fold_change","p_value","gene_symbol"
"COAD",29089,1e-20,72.706,24.606,1.56306427672386,9.45981387478849e-20,"UBE2T"
"COAD",1116,1.064e-20,28.018,1.479,4.24366001845242,1.00397603375527e-19,"CHI3L1"
"COAD",10446,7.1884e-11,1.227,27.387,-4.480284086294,2.99077561302326e-10,"LRRN2"
"COAD",93273,1e-20,3.879,1,1.95568477586932,9.45981387478849e-20,"LEMD1"
"COAD",440712,5.1984e-13,1,4.554,-2.18713429147454,2.62218027289129e-12,"RHEX"
"COAD",5284,5.8115e-17,1007.304,6400.002,-2.66757320775893,4.10235399305556e-16,"PIGR"
"COAD",7188,1e-20,36.912,12.822,1.52546859530202,9.45981387478849e-20,"TRAF5"
"COAD",4751,1e-20,38.391,12.673,1.59901005458651,9.45981387478849e-20,"NEK2"
"COAD",55248,1e-20,11.683,3.902,1.58212509881118,9.45981387478849e-20,"TMEM206"
"COAD",5629,1e-20,10.864,3.127,1.79670426031969,9.45981387478849e-20,"PROX1"
"COAD",1063,1e-20,20.162,5.621,1.84274003622142,9.45981387478849e-20,"CENPF"
"COAD",79762,2.6634e-11,23.64,122.149,-2.36934011208109,1.1538476210771e-10,"C1orf115"
"COAD",11221,2.4343e-18,18.261,5.666,1.68836326482087,1.93386326465364e-17,"DUSP10"
"COAD",183,1e-20,20.548,6.266,1.71338130397591,9.45981387478849e-20,"AGT"
"COAD",375061,1e-20,14.39,3.857,1.8995155409989,9.45981387478849e-20,"FAM89A"
"COAD",2786,1e-20,12.864,3.395,1.92185583204683,9.45981387478849e-20,"GNG4"
"COAD",64388,6.2123e-13,1,24.038,-4.58724496139765,3.11352902061856e-12,"GREM2"
"COAD",9156,1e-20,11.215,3.506,1.6775317192141,9.45981387478849e-20,"EXO1"
"COAD",55657,1e-20,28.145,9.739,1.53103309903047,9.45981387478849e-20,"ZNF692"
"COAD",285016,3.2942e-12,1,4.827,-2.27112682678252,1.55058292149021e-11,"ALKAL2"
"COAD",29841,1e-20,4.089,1,2.03174806286428,9.45981387478849e-20,"GRHL1"
"COAD",6241,1e-20,105.341,32.503,1.69642227118695,9.45981387478849e-20,"RRM2"
"COAD",245973,1e-20,3.523,1,1.81680447483288,9.45981387478849e-20,"ATP6V1C2"
"COAD",7447,1e-20,27.584,4.562,2.59609332777696,9.45981387478849e-20,"VSNL1"
"COAD",114818,6.9237e-17,6.05,1.993,1.60199343221026,4.84009700218818e-16,"KLHL29"
"COAD",1058,1e-20,21.325,7.385,1.52987591544086,9.45981387478849e-20,"CENPA"
"COAD",10669,1e-20,34.087,2.517,3.75944451173038,9.45981387478849e-20,"CGREF1"
"COAD",8884,1e-20,79.225,27.056,1.55000718974697,9.45981387478849e-20,"SLC5A6"
"COAD",151393,5.4847e-19,6.698,25.174,-1.91013218928155,4.58178356742622e-18,"RMDN2"
"COAD",7360,7.7073e-18,112.182,446.345,-1.99231805583383,5.87852489427012e-17,"UGP2"
"COAD",150726,1e-20,6.689,1.662,2.00887016315663,9.45981387478849e-20,"FBXO41"
"COAD",10797,1e-20,40.721,14.273,1.51248438809628,9.45981387478849e-20,"MTHFD2"
"COAD",84141,1e-20,11.183,1,3.4832353586083,9.45981387478849e-20,"EVA1A"
"COAD",54884,6.395e-15,78.775,292.915,-1.89467232029408,3.78437112992855e-14,"RETSAT"
"COAD",2168,1.1412e-14,924.736,13411.318,-3.85826566123599,6.61328209380669e-14,"FABP1"
"COAD",150696,5.2932e-12,11.478,49.699,-2.11434554390847,2.4497481705298e-11,"PROM2"
"COAD",26504,2.9888e-13,37.534,130.435,-1.79706109243788,1.53722480220791e-12,"CNNM4"
"COAD",6549,2.6155e-18,7.782,44.568,-2.51779533568372,2.07045757522124e-17,"SLC9A2"
