Cancer type,NCBI gene id,Gene symbol,FDR adjusted p-value,log2 fold change
LUAD,55721,IQCC,1e-20,0.928887076257355
LUAD,149069,DCDC2B,0.0026004,-1.26243315763135
LUAD,56063,TMEM234,1e-20,0.671628537446637
LUAD,8668,EIF3I,1e-20,0.655289398586646
LUAD,84734,FAM167B,1.8846e-11,-1.25698227811113
LUAD,3932,LCK,0.001161,0.162850475682042
LUAD,3065,HDAC1,1e-20,0.694065362640607
LUAD,65108,MARCKSL1,1e-20,1.93005868936498
LUAD,81629,TSSK3,1.3508e-06,0.0
LUAD,100128071,FAM229A,0.0019851,0.37257337147283
LUAD,55108,BSDC1,1.5783e-06,0.0702443957251164
LUAD,653121,ZBTB8A,1.0594e-05,-0.579820343204646
LUAD,339487,ZBTB8OS,1e-20,0.322464288779946
LUAD,5928,RBBP4,1e-20,0.510393785791631
LUAD,81493,SYNC,1e-20,-2.01510366470762
LUAD,57648,KIAA1522,1e-20,0.989291124553675
LUAD,64766,S100PBP,1.0572e-20,0.544912440561315
LUAD,252995,FNDC5,0.0039351,-0.406577261623801
LUAD,3208,HPCA,1.4847e-14,0.0
LUAD,113452,TMEM54,1e-20,0.8291953294202
LUAD,127544,RNF19B,3.2648e-06,0.20596912922681
LUAD,204,AK2,1e-20,0.602649276774982
LUAD,113451,AZIN2,1e-20,1.21137353273993
LUAD,55223,TRIM62,1e-20,0.435299200704529
LUAD,149076,ZNF362,0.76583,-0.285128974408641
LUAD,1912,PHC2,4.9989e-08,0.373602689561639
LUAD,100500853,MIR3605,1.9007e-08,0.304511041809953
LUAD,7579,ZSCAN20,1.1404e-20,0.0
LUAD,114784,CSMD2,2.1933e-12,0.0
LUAD,84970,C1orf94,0.23531,0.0
LUAD,113444,SMIM12,0.010387,-0.0745274558613308
LUAD,2709,GJB5,7.4434e-16,0.0
LUAD,127534,GJB4,2.4143e-08,0.0
LUAD,2707,GJB3,1e-20,1.67500168679944
LUAD,2701,GJA4,3.031e-13,-1.39594515610857
LUAD,58512,DLGAP3,0.00015878,0.0
LUAD,9204,ZMYM6,2.5259e-05,0.100702311024333
LUAD,79830,ZMYM1,1e-20,0.617506956799243
LUAD,6421,SFPQ,2.1655e-09,0.467571146179586
LUAD,9202,ZMYM4,2.3878e-19,0.295742827464584
LUAD,79932,KIAA0319L,2.7625e-05,0.0493805006756771
LUAD,23154,NCDN,1.3708e-15,0.444048365818945
LUAD,339488,TFAP2E,7.9662e-13,0.405275848590392
