"ncbi_gene_id","LUAD_fdr_adjusted_p_value","LUAD_cancer_sample_med","LUAD_normal_sample_med","LUAD_log2_fold_change","LUAD_p_value","gene_symbol"
3934,4.0558e-19,205.542,49.262,2.06088611469252,2.0395219900722e-18,"LCN2"
389792,1e-20,7.531,2.642,1.51121097855853,5.48805712878601e-20,"IER5L"
51450,1e-20,5.975,1.933,1.62809707554424,5.48805712878601e-20,"PRRX2"
9536,1e-20,39.174,7.205,2.44282611178367,5.48805712878601e-20,"PTGES"
10319,3.14e-12,4.297,18.367,-2.09571431882628,1.03814241210503e-11,"LAMC3"
642515,1.079e-14,1.988,8.003,-2.00922315232599,4.17494322916667e-14,"PRRT1B"
1289,1e-20,71.758,21.068,1.76808631620044,5.48805712878601e-20,"COL5A1"
5047,2.9943e-12,7.671,1,2.93941466130072,9.91884127526754e-12,"PAEP"
286256,1e-20,4.536,1.127,2.00893312477001,5.48805712878601e-20,"LCN12"
9022,1e-20,35.96,199.195,-2.4697165087616,5.48805712878601e-20,"CLIC3"
954,1e-20,2.884,1,1.52807116457874,5.48805712878601e-20,"ENTPD2"
89958,1e-20,5.439,1,2.44334142580323,5.48805712878601e-20,"SAPCD2"
5214,1e-20,109.768,26.868,2.03049669635429,5.48805712878601e-20,"PFKP"
1316,5.8636e-13,87.991,276.999,-1.6544528950192,2.04158808311201e-12,"KLF6"
5588,1e-20,3.364,11.856,-1.81736774205069,5.48805712878601e-20,"PRKCQ"
80760,1e-20,5.446,35.16,-2.69066618298697,5.48805712878601e-20,"ITIH5"
207107,1e-20,33.539,243.505,-2.86003981692139,5.48805712878601e-20,"SFTA1P"
55388,1e-20,4.152,1,2.05380644369579,5.48805712878601e-20,"MCM10"
8516,1.3171e-16,4.979,25.568,-2.36041139286193,5.6899026361698e-16,"ITGA8"
338596,1.7309e-17,1,9.91,-3.30888505741176,7.89048236858253e-17,"ST8SIA6"
4360,6.8861e-17,31.179,201.133,-2.68950324229793,3.02942184563758e-16,"MRC1"
10529,1e-20,18.411,63.012,-1.77505861219073,5.48805712878601e-20,"NEBL"
256815,1.6103e-14,1,4.512,-2.17376706773671,6.15693190941843e-14,"C10orf67"
105376453,2.598e-13,1,5.846,-2.54744982914397,9.25981544858468e-13,"AL606469.1"
220213,2.1571e-18,13.136,54.209,-2.04500636137033,1.03543587551152e-17,"OTUD1"
57608,5.3636e-15,10.286,52.116,-2.34104429982259,2.11124255033557e-14,"JCAD"
6935,3.6924e-14,8.544,24.447,-1.5166738843821,1.37739255062761e-13,"ZEB1"
8187,1e-20,7.201,2.39,1.59118664874657,5.48805712878601e-20,"ZNF239"
240,1.0254e-15,43.976,162.664,-1.88710670653382,4.20480033118675e-15,"ALOX5"
728113,1.0831e-11,1,8.685,-3.11852584893567,3.46377524752475e-11,"ANXA8L1"
9721,1.5224e-20,1.689,6.976,-2.04623071197554,8.26345075499269e-20,"GPRIN2"
2662,2.7701e-19,1.305,23.662,-4.18045030885935,1.4056743784153e-18,"GDF10"
170371,1e-20,14.802,46.942,-1.66508718883011,5.48805712878601e-20,"TMEM273"
5592,2.1683e-17,3.309,10.886,-1.71800674441256,9.82013861003861e-17,"PRKG1"
11130,1e-20,39.631,6.496,2.60900583332496,5.48805712878601e-20,"ZWINT"
220965,3.9625e-14,1.503,5.446,-1.85735197312743,1.47482026553106e-13,"FAM13C"
220963,1e-20,6.906,1.675,2.04368923862089,5.48805712878601e-20,"SLC16A9"
983,1e-20,38.445,7.645,2.33020757265193,5.48805712878601e-20,"CDK1"
219790,2.0922e-19,4.762,123.266,-4.69406349059715,1.06775501259446e-18,"RTKN2"
56521,1e-20,25.107,2.273,3.46542006404469,5.48805712878601e-20,"DNAJC12"
1763,1e-20,4.61,1.092,2.07779389439685,5.48805712878601e-20,"DNA2"
80201,1e-20,11.235,3.954,1.50661534833806,5.48805712878601e-20,"HKDC1"
64115,1e-20,25.628,77.823,-1.6024757002408,5.48805712878601e-20,"VSIR"
9806,1e-20,28.322,365.188,-3.68864430726976,5.48805712878601e-20,"SPOCK2"
58529,3.2043e-11,2.381,11.243,-2.23938751941393,9.92553635858235e-11,"MYOZ1"
5328,1e-20,77.549,20.834,1.89616832316751,5.48805712878601e-20,"PLAU"
729238,2.0008e-20,1374.48,21312.228,-3.95472360215466,1.07839974848851e-19,"SFTPA2"
653509,1e-20,1100.231,19698.745,-4.16222535601006,5.48805712878601e-20,"SFTPA1"
6441,1e-20,140.342,1495.759,-3.4138590112445,5.48805712878601e-20,"SFTPD"
219348,5.9339e-18,10.607,70.19,-2.72624883028803,2.76844943060498e-17,"PLAC9"
439990,1e-20,4.44,1,2.15055967657538,5.48805712878601e-20,"LINC00857"
79812,9.8589e-18,12.764,53.659,-2.0717396547619,4.55767069695084e-17,"MMRN2"
9060,1e-20,50.731,152.609,-1.58890054252966,5.48805712878601e-20,"PAPSS2"
118932,1e-20,14.204,2.17,2.71053031768913,5.48805712878601e-20,"ANKRD22"
3832,1e-20,11.447,1.918,2.57729492462474,5.48805712878601e-20,"KIF11"
55165,1e-20,19.362,1.97,3.29696044886436,5.48805712878601e-20,"CEP55"
338557,1.5337e-11,1.247,8.765,-2.81329262581723,4.85326876331109e-11,"FFAR4"
5950,4.0289e-13,5.722,55.812,-3.28598394292258,1.41941344135315e-12,"RBP4"
51196,4.997e-14,3.518,11.272,-1.67991612883768,1.8490476340694e-13,"PLCE1"
3070,1e-20,10.943,2.345,2.22234847625532,5.48805712878601e-20,"HELLS"
10580,3.2011e-17,8.473,27.851,-1.71678435479426,1.43431676115802e-16,"SORBS1"
5832,1e-20,82.971,25.859,1.68194068880885,5.48805712878601e-20,"ALDH18A1"
401647,1e-20,6.082,1.254,2.27800846822876,5.48805712878601e-20,"GOLGA7B"
55118,1e-20,11.282,151.721,-3.74932603847659,5.48805712878601e-20,"CRTAC1"
10360,1e-20,58.441,18.132,1.68844279836712,5.48805712878601e-20,"NPM3"
1308,1.2645e-20,6.902,1,2.78701447377343,6.90225606171932e-20,"COL17A1"
85450,4.6407e-12,10.31,30.62,-1.57042995013168,1.51652904545455e-11,"ITPRIP"
153,3.3397e-13,1.448,21.157,-3.86900156453241,1.18257406513106e-12,"ADRB1"
2869,1e-20,6.582,46.786,-2.82947895822944,5.48805712878601e-20,"GRK5"
2263,1.9669e-20,11.209,53.315,-2.24988391234798,1.06115469135802e-19,"FGFR2"
196792,1e-20,5.133,1.75,1.55244733849088,5.48805712878601e-20,"FAM24B"
8038,1e-20,8.681,1.332,2.70426715979315,5.48805712878601e-20,"ADAM12"
4288,1e-20,12.858,1.456,3.14258399519901,5.48805712878601e-20,"MKI67"
101,1e-20,48.282,11.755,2.03821089953613,5.48805712878601e-20,"ADAM8"
338707,1e-20,3.614,1,1.85359650620251,5.48805712878601e-20,"B4GALNT4"
727897,3.0792e-19,14.226,1.503,3.2426131542868,1.55897615629259e-18,"MUC5B"
5003,1e-20,3.995,1.045,1.93469256084709,5.48805712878601e-20,"SLC22A18AS"
7262,1e-20,66.182,11.764,2.49206020077889,5.48805712878601e-20,"PHLDA2"
283298,1.2301e-16,10.092,33.703,-1.73966490408976,5.32748517294986e-16,"OLFML1"
10894,7.5559e-14,3.929,41.062,-3.38556982535587,2.76970959375e-13,"LYVE1"
79733,1e-20,4.601,1,2.20194745644116,5.48805712878601e-20,"E2F8"
387758,1.486e-13,5.034,26.305,-2.38555992846117,5.35897766990291e-13,"FIBIN"
55366,1e-20,30.189,4.79,2.65592540780345,5.48805712878601e-20,"LGR4"
627,4.8483e-14,1,5.092,-2.34823241923927,1.79461986547085e-13,"BDNF"
4005,2.416e-20,14.07,56.91,-2.0160598508961,1.29779204627621e-19,"LMO2"
847,1e-20,94.745,359.448,-1.92366136173198,5.48805712878601e-20,"CAT"
90139,9.2828e-17,7.714,34.741,-2.17108823072596,4.05340445924765e-16,"TSPAN18"
120071,1e-20,28.548,6.476,2.14021478684372,5.48805712878601e-20,"LARGE2"
4192,1e-20,681.609,92.611,2.87968891822795,5.48805712878601e-20,"MDK"
6688,1.4466e-16,67.868,200.318,-1.56148865927911,6.23966986646023e-16,"SPI1"
349667,1e-20,7.595,1.505,2.33528647774238,5.48805712878601e-20,"RTN4RL2"
374393,1e-20,7.159,1.197,2.58033492741522,5.48805712878601e-20,"FAM111B"
2206,1.0522e-12,2.181,11.005,-2.33509747013817,3.59392818390805e-12,"MS4A2"
58475,1.5122e-19,24.821,106.448,-2.10051569822427,7.78346452655889e-19,"MS4A7"
219995,1.1203e-15,2.99,101.117,-5.07973627186936,4.58551443526171e-15,"AP004243.1"
54972,1e-20,33.386,8.969,1.89622420772966,5.48805712878601e-20,"TMEM132A"
9066,1e-20,19.292,2.435,2.98600903779219,5.48805712878601e-20,"SYT7"
745,2.3269e-15,7.81,59.58,-2.93143367010755,9.35081505589614e-15,"MYRF"
2237,1e-20,36.464,12.309,1.56675926965161,5.48805712878601e-20,"FEN1"
79026,6.5664e-19,100.804,500.988,-2.31322315993164,3.25718577342533e-18,"AHNAK"
26472,1e-20,221.002,51.813,2.09267340169931,5.48805712878601e-20,"PPP1R14B"
10235,2.9153e-13,5.6,16.034,-1.51763564706397,1.03642193491785e-12,"RASGRP2"
113130,1e-20,18.606,2.454,2.92256077767087,5.48805712878601e-20,"CDCA5"
102724064,1.5057e-13,7.886,24.545,-1.63806355114559,5.42826527013911e-13,"AP001107.9"
6712,1e-20,12.086,2.024,2.57805565200536,5.48805712878601e-20,"SPTBN2"
5091,1e-20,21.558,6.283,1.77869785597722,5.48805712878601e-20,"PC"
91683,1e-20,6.092,1,2.60691594182521,5.48805712878601e-20,"SYT12"
91703,1e-20,4.478,1,2.16285452819051,5.48805712878601e-20,"ACY3"
222,1e-20,5.883,1.395,2.07628691419676,5.48805712878601e-20,"ALDH3B2"
26579,1.6854e-17,4.188,1,2.06626144226872,7.68621031307551e-17,"MYEOV"
2348,9.5199e-13,209.284,632.299,-1.59514491771623,3.26465627481151e-12,"FOLR1"
5031,1e-20,13.525,2.125,2.67009384768911,5.48805712878601e-20,"P2RY6"
283208,1e-20,6.72,1.248,2.42884329880387,5.48805712878601e-20,"P4HA3"
283209,1e-20,11.634,3.268,1.83186732068227,5.48805712878601e-20,"PGM2L1"
11309,1.0363e-18,46.669,136.337,-1.5466406836154,5.08834943820225e-18,"SLCO2B1"
2615,1.4103e-12,21.224,87.221,-2.03897895051957,4.78407246575342e-12,"LRRC32"
192134,1e-20,3.552,1,1.82863158168802,5.48805712878601e-20,"B3GNT6"
4647,1e-20,5.186,1.29,2.00725114054268,5.48805712878601e-20,"MYO7A"
8322,1.5977e-12,8.486,29.088,-1.77726752090337,5.39432508710801e-12,"FZD4"
154810,1e-20,9.506,37.578,-1.98297797802359,5.48805712878601e-20,"AMOTL1"
4321,1e-20,19.19,1,4.26228280642066,5.48805712878601e-20,"MMP12"
4322,2.4652e-13,5.068,1,2.34141652447872,8.79633563880884e-13,"MMP13"
2977,1.3638e-14,1.366,7.311,-2.42011126815441,5.23961568695053e-14,"GUCY1A2"
54733,1e-20,36.023,9.069,1.98990294927365,5.48805712878601e-20,"SLC35F2"
5450,8.1566e-16,14.29,4.05,1.81901210332383,3.36454088839534e-15,"POU2AF1"
1410,1.9863e-20,22.171,119.868,-2.43470081976622,1.07110254294701e-19,"CRYAB"
23705,1e-20,21.822,74.746,-1.77621304454534,5.48805712878601e-20,"CADM1"
53826,1e-20,7.382,29.291,-1.98837380522968,5.48805712878601e-20,"FXYD6"
56649,1e-20,40.147,1.148,5.12809763870284,5.48805712878601e-20,"TMPRSS4"
6330,5.683e-16,2.527,20.846,-3.04427301169493,2.36653626681614e-15,"SCN4B"
120425,3.7891e-16,30.312,104.029,-1.77902481217972,1.59606259119259e-15,"JAML"
7070,1e-20,28.836,8.072,1.83687297474467,5.48805712878601e-20,"THY1"
84959,9.0601e-16,4.308,13.732,-1.67245160741305,3.72825791543575e-15,"UBASH3B"
85391,1.88e-19,5.236,1.268,2.04591035180583,9.62544452101999e-19,"SNORD14E"
4900,9.5784e-13,28.245,123.349,-2.12667861385787,3.28370713428703e-12,"NRGN"
23584,1e-20,25.42,137.917,-2.43976436261521,5.48805712878601e-20,"VSIG2"
90952,1e-20,48.322,229.284,-2.24638361089347,5.48805712878601e-20,"ESAM"
101929340,1.1974e-19,1.717,6.092,-1.82702590248516,6.20903997208004e-19,"AP000866.2"
54538,1.5972e-18,8.328,63.732,-2.93597596151456,7.72499921875e-18,"ROBO4"
63876,2.2106e-17,1.794,11.964,-2.73744802020009,1.00076461913467e-16,"PKNOX2"
105369550,3.8002e-19,36.815,169.038,-2.19898199638734,1.91358014911884e-18,"FEZ1"
1111,1e-20,9.822,1.713,2.51949167111131,5.48805712878601e-20,"CHEK1"
2313,6.3481e-20,13.168,42.565,-1.69263138956076,3.33758208775655e-19,"FLI1"
3762,3.2223e-16,2.032,10.186,-2.32561531512537,1.3640151965812e-15,"KCNJ5"
8538,7.4034e-16,7.894,1,2.98075651923102,3.06008115356083e-15,"BARX2"
120224,1e-20,56.214,17.271,1.70257785782519,5.48805712878601e-20,"TMEM45B"
11095,1e-20,1.652,35.05,-4.4071288523659,5.48805712878601e-20,"ADAMTS8"
440073,2.4199e-14,1,4.583,-2.19629228571223,9.14416943031536e-14,"IQSEC3"
2305,1e-20,15.166,1.752,3.11376594797804,5.48805712878601e-20,"FOXM1"
894,4.6788e-16,11.975,34.575,-1.52970359541431,1.95750733245729e-15,"CCND2"
10635,1e-20,9.412,2.588,1.86266370323179,5.48805712878601e-20,"RAD51AP1"
7450,8.1414e-15,48.479,240.143,-2.30846191058427,3.17659982142857e-14,"VWF"
2597,1e-20,2165.11,681.808,1.66700289142827,5.48805712878601e-20,"GAPDH"
83461,1e-20,16.92,2.071,3.0303301097868,5.48805712878601e-20,"CDCA3"
2,1.4414e-18,437.492,1695.931,-1.95474893304943,6.98662066115703e-18,"A2M"
160364,4.3466e-14,5.171,25.198,-2.28479401964096,1.61427552407932e-13,"CLEC12A"
51267,6.5019e-19,2.411,12.15,-2.33325275777798,3.22806516596124e-18,"CLEC1A"
4973,1.7789e-17,25.865,172.733,-2.73947063408922,8.10266591048437e-17,"OLR1"
55359,1e-20,7.409,1.39,2.41419395075675,5.48805712878601e-20,"STYK1"
9052,3.5264e-19,185.831,555.332,-1.57935934137037,1.77973e-18,"GPRC5A"
420,9.3581e-11,1,3.942,-1.9789277763814,2.81083523854447e-10,"ART4"
3764,3.5343e-17,8.662,24.715,-1.51261482895957,1.58075344370861e-16,"KCNJ8"
6660,5.7665e-15,1,2.956,-1.56364626948406,2.26463410572687e-14,"SOX5"
56938,1e-20,7.546,2.007,1.91067148344749,5.48805712878601e-20,"ARNTL2"
105369734,8.1465e-13,1,14.15,-3.82273014794452,2.80619853941267e-12,"LINC02471"
120892,1.228e-16,14.189,104.433,-2.87973284305702,5.31942390670554e-16,"LRRK2"
144165,7.5463e-14,1.505,4.931,-1.71211676585405,2.76664563415035e-13,"PRICKLE1"
51303,1e-20,111.483,34.234,1.70332195491446,5.48805712878601e-20,"FKBP11"
10024,1e-20,12.07,1,3.5933537709803,5.48805712878601e-20,"TROAP"
79962,1e-20,3.772,1,1.91532967601301,5.48805712878601e-20,"DNAJC22"
2819,3.7094e-16,1.844,54.668,-4.88978603538449,1.56396893303065e-15,"GPD1"
25840,1e-20,52.469,199.128,-1.92415889789134,5.48805712878601e-20,"METTL7A"
94,1e-20,17.322,105.804,-2.61071675213651,5.48805712878601e-20,"ACVRL1"
113523638,1e-20,4.078,19.821,-2.28109607008183,5.48805712878601e-20,"SMIM41"
144501,1e-20,33.058,5.997,2.46268656669687,5.48805712878601e-20,"KRT80"
23371,3.7881e-19,33.732,103.439,-1.61659046836086,1.90834956374322e-18,"TNS2"
9700,1e-20,4.483,1,2.1644644993886,5.48805712878601e-20,"ESPL1"
53831,1e-20,3.979,1.155,1.78451304739032,5.48805712878601e-20,"GPR84"
5153,7.0937e-13,2.631,7.953,-1.59588792242253,2.45378382585752e-12,"PDE1B"
196410,1e-20,20.301,4.498,2.17419522815291,5.48805712878601e-20,"METTL7B"
51561,1e-20,4.317,1.345,1.68242292001747,5.48805712878601e-20,"IL23A"
8630,1e-20,15.462,159.462,-3.36641382071665,5.48805712878601e-20,"HSD17B6"
1594,1e-20,5.8,1.431,2.01902922817563,5.48805712878601e-20,"CYP27B1"
11197,4.8827e-19,4.745,213.774,-5.49353450024517,2.44376229283629e-18,"WIF1"
253827,1e-20,11.133,45.283,-2.02412713305303,5.48805712878601e-20,"MSRB3"
5787,1.1005e-14,5.293,34.188,-2.69133246841013,4.25296401942084e-14,"PTPRB"
8825,1e-20,1.074,10.382,-3.27301849440642,5.48805712878601e-20,"LIN7A"
79611,1e-20,2.252,10.271,-2.18929791892154,5.48805712878601e-20,"ACSS3"
59277,1e-20,34.621,114.206,-1.72191914553225,5.48805712878601e-20,"NTN4"
55010,1e-20,3.309,1,1.72639529165045,5.48805712878601e-20,"PARPBP"
8437,1e-20,5.18,1,2.37295209791183,5.48805712878601e-20,"RASAL1"
6910,9.4953e-15,5.45,15.991,-1.55293202582545,3.68614790280439e-14,"TBX5"
255480,5.0284e-16,3.122,11.77,-1.9145718779479,2.10022396551724e-15,"TBX5-AS1"
6926,3.8249e-14,4.35,21.936,-2.33421317015577,1.42551080769231e-13,"TBX3"
84900,1e-20,2.888,1,1.53007074222508,5.48805712878601e-20,"RNFT2"
54997,1e-20,69.768,16.442,2.08517967861769,5.48805712878601e-20,"TESC"
26353,1e-20,31.337,122.377,-1.96539346058067,5.48805712878601e-20,"HSPB8"
92558,1e-20,13.576,3.355,2.01667379845512,5.48805712878601e-20,"BICDL1"
5319,2.9906e-17,4.444,74.499,-4.06729033857108,1.34215670962545e-16,"PLA2G1B"
9735,1e-20,9.233,2.566,1.84727831621947,5.48805712878601e-20,"KNTC1"
338442,3.7563e-12,4.036,20.514,-2.34561074904819,1.23512331218649e-11,"HCAR2"
283383,1.3312e-18,10.863,40.497,-1.89839245509185,6.46935333624073e-18,"ADGRD1"
4326,1e-20,5.462,1.201,2.18519316305965,5.48805712878601e-20,"MMP17"
2706,1e-20,21.515,1.197,4.16784778289217,5.48805712878601e-20,"GJB2"
53342,2.5771e-17,1.433,5.057,-1.81924316886514,1.16031975151515e-16,"IL17D"
221150,1e-20,5.364,1,2.42330923724239,5.48805712878601e-20,"SKA3"
6445,2.5218e-19,1,7.808,-2.9649530529008,1.28288876055695e-18,"SGCG"
10810,5.542e-17,1.952,8.461,-2.11587513169525,2.45019944455465e-16,"WASF3"
241,1.0619e-14,76.568,316.779,-2.04866322015997,4.1109198019802e-14,"ALOX5AP"
10129,1e-20,5.7,17.558,-1.62309469506125,5.48805712878601e-20,"FRY"
9365,2.5581e-17,1,8.089,-3.01596136097249,1.15199787229743e-16,"KL"
90627,1e-20,6.073,25.596,-2.07543709721165,5.48805712878601e-20,"STARD13"
400120,3.9169e-16,1,13.505,-3.75542173473424,1.64833743013595e-15,"SERTM1"
4093,4.6696e-14,2.724,10.658,-1.96813812974796,1.72990982712766e-13,"SMAD9"
10631,1e-20,156.078,45.044,1.79286034381977,5.48805712878601e-20,"POSTN"
10186,1e-20,31.21,104.649,-1.7454782632522,5.48805712878601e-20,"LHFPL6"
28984,1e-20,98.433,816.384,-3.05203393759635,5.48805712878601e-20,"RGCC"
1361,1.164e-13,1.346,53.038,-5.30027605909847,4.21753666070558e-13,"CPB2"
55901,1.1508e-15,3.204,15.771,-2.29932808788432,4.70689660488163e-15,"THSD1"
27253,7.2215e-12,5.332,18.37,-1.78460294090974,2.33085547429399e-11,"PCDH17"
1602,1.3086e-20,1.226,10.088,-3.04060929663744,7.13249405722671e-20,"DACH1"
4008,1.3537e-18,79.03,225.379,-1.51188078338568,6.57726442119032e-18,"LMO7"
8796,1.2682e-15,28.414,106.436,-1.90531235087676,5.17283554172767e-15,"SCEL"
1910,5.5711e-20,7.471,110.629,-3.88828444731695,2.93877173254438e-19,"EDNRB"
9071,1e-20,3.88,1,1.9560566524124,5.48805712878601e-20,"CLDN10"
283481,1e-20,1.878,7.135,-1.92571636670935,5.48805712878601e-20,"FGF14-AS2"
100885782,3.8041e-15,1,9.69,-3.27649666564036,1.51099584209588e-14,"MYO16-AS1"
2159,4.5877e-16,3.49,12.647,-1.8574962616791,1.92047464124718e-15,"F10"
2621,1e-20,67.807,237.068,-1.80579481596803,5.48805712878601e-20,"GAS6"
100507747,1e-20,1,9.946,-3.31411643114067,5.48805712878601e-20,"C13orf46"
57447,1e-20,36.011,125.05,-1.7959954897009,5.48805712878601e-20,"NDRG2"
84502,1e-20,1,3.752,-1.90765982785329,5.48805712878601e-20,"JPH4"
196883,6.329e-12,5.153,17.44,-1.75891554251126,2.04901834689134e-11,"ADCY4"
29091,7.8095e-20,1.332,24.336,-4.19142607065323,4.09241303785563e-19,"STXBP6"
112399,1e-20,36.179,6.856,2.3997135173602,5.48805712878601e-20,"EGLN3"
1073,4.3756e-19,14.375,42.669,-1.56962634356225,2.19489077650236e-18,"CFL2"
5083,2.6647e-15,4.479,1,2.16317666619361,1.06678945392491e-14,"PAX9"
6751,2.0827e-11,1.046,10.427,-3.31736937645361,6.53394353885135e-11,"SSTR1"
161198,2.1658e-18,24.526,129.084,-2.39592632340573,1.03938812661499e-17,"CLEC14A"
5427,1e-20,8.072,1.854,2.12228493048083,5.48805712878601e-20,"POLE2"
30001,1e-20,86.225,24.911,1.79132328696954,5.48805712878601e-20,"ERO1A"
1033,1e-20,21.514,2.843,2.91978977928761,5.48805712878601e-20,"CDKN3"
11169,1e-20,5.982,2.007,1.57558729375674,5.48805712878601e-20,"WDHD1"
9787,1e-20,11.758,1,3.55557077789617,5.48805712878601e-20,"DLGAP5"
6252,1.9749e-20,6.411,23.336,-1.86393597751721,1.06521288238141e-19,"RTN1"
6495,1e-20,13.31,1.954,2.76800819883087,5.48805712878601e-20,"SIX1"
51804,1e-20,6.392,1.202,2.41083051221679,5.48805712878601e-20,"SIX4"
57381,1.2747e-19,6.904,26.142,-1.92086514945737,6.59912634146342e-19,"RHOJ"
6710,1e-20,2.96,1,1.56559717585423,5.48805712878601e-20,"SPTB"
2877,1e-20,12.614,2.549,2.30702255984894,5.48805712878601e-20,"GPX2"
26499,1e-20,24.041,4.302,2.48241747720026,5.48805712878601e-20,"PLEK2"
57156,1e-20,2.894,1,1.53306492186964,5.48805712878601e-20,"TMEM63C"
1734,3.704e-18,3.312,1,1.72770267283724,1.74933350286078e-17,"DIO2"
11099,1e-20,6.288,35.655,-2.50343128129235,5.48805712878601e-20,"AL162171.1"
10516,1.0253e-18,33.95,151.813,-2.16081185683935,5.03544757602468e-18,"FBLN5"
161176,5.1844e-17,2.672,10.484,-1.97219734585437,2.29483064150943e-16,"SYNE3"
56967,1e-20,5.06,37.255,-2.88022477288813,5.48805712878601e-20,"C14orf132"
2009,2.9149e-19,6.187,22.1,-1.83673443055252,1.4774704639527e-18,"EML1"
26153,5.2503e-11,1.016,4.401,-2.11493096962238,1.60556306394072e-10,"KIF26A"
113146,1e-20,9.524,2.709,1.81380722706832,5.48805712878601e-20,"AHNAK2"
9824,1e-20,5.287,1.598,1.72618191845296,5.48805712878601e-20,"ARHGAP11A"
6447,1e-20,10.407,1.848,2.49351758459148,5.48805712878601e-20,"SCG5"
26585,1e-20,10.666,1,3.41494732802091,5.48805712878601e-20,"GREM1"
701,1e-20,6.678,1,2.73941609340103,5.48805712878601e-20,"BUB1B"
5888,1e-20,6.437,1.319,2.28694390425817,5.48805712878601e-20,"RAD51"
54866,1e-20,12.758,1,3.67333027851733,5.48805712878601e-20,"PPP1R14D"
171177,1e-20,18.302,2.475,2.88650088117829,5.48805712878601e-20,"RHOV"
3706,1e-20,6.287,1,2.65237176311637,5.48805712878601e-20,"ITPKA"
255189,1.1641e-19,3.535,42.092,-3.57376394076784,6.04058130384168e-19,"PLA2G4F"
57519,3.0435e-12,1.271,5.368,-2.07842064119522,1.00743330610426e-11,"STARD9"
84978,1e-20,3.315,1,1.72900887033786,5.48805712878601e-20,"FRMD5"
90527,1e-20,7.292,43.22,-2.56731260570774,5.48805712878601e-20,"DUOXA1"
53905,1e-20,10.847,108.892,-3.32752997628512,5.48805712878601e-20,"DUOX1"
84419,1e-20,35.175,5.46,2.68757756720404,5.48805712878601e-20,"C15orf48"
80031,3.2489e-15,1.582,11.563,-2.86969424616932,1.29531725044723e-14,"SEMA6D"
9728,2.7515e-14,22.837,73.674,-1.68978243092728,1.03568114338794e-13,"SECISBP2L"
342035,6.1312e-16,2.269,16.713,-2.8808422077054,2.54746559284116e-15,"GLDN"
84952,1e-20,10.976,60.355,-2.45912090674969,5.48805712878601e-20,"CGNL1"
100820829,3.2981e-16,1.139,13.72,-3.59044082935206,1.39451251565168e-15,"MYZAP"
145781,1.7799e-14,1,6.29,-2.65306001710456,6.78560234348272e-14,"GCOM1"
9133,1e-20,29.819,3.256,3.19505927197795,5.48805712878601e-20,"CCNB2"
9245,1e-20,8.983,1,3.16719733386726,5.48805712878601e-20,"GCNT3"
145741,1e-20,5.402,1,2.43349363984688,5.48805712878601e-20,"C2CD4A"
23604,5.0824e-19,11.867,56.252,-2.24494912619849,2.54142806371999e-18,"DAPK2"
79856,3.4141e-17,2.03,10.342,-2.34896357741085,1.52914080988746e-16,"SNX22"
9768,1e-20,6.165,1,2.62410089462811,5.48805712878601e-20,"PCLAF"
80119,1e-20,3.037,1,1.60264690850537,5.48805712878601e-20,"PIF1"
51285,1.8978e-15,10.93,32.278,-1.56225778852682,7.65820543183053e-15,"RASL12"
8483,1e-20,3.882,1.129,1.78175463194066,5.48805712878601e-20,"CILP"
22801,1e-20,6.454,1.022,2.65879838154932,5.48805712878601e-20,"ITGA11"
10391,7.7919e-15,1.744,9.607,-2.46168594751032,3.04183001050972e-14,"CORO2B"
54852,1e-20,3.157,11.822,-1.90484795993791,5.48805712878601e-20,"PAQR5"
9493,1e-20,10.811,2.025,2.41650616309082,5.48805712878601e-20,"AC027237.1"
196996,2.0587e-15,12.678,37.763,-1.57464620793846,8.29697050632911e-15,"GRAMD2A"
64220,1e-20,6.236,1,2.6406209280357,5.48805712878601e-20,"STRA6"
161753,1.526e-12,1,5.154,-2.36569253719753,5.16241074681239e-12,"ODF3L1"
79834,5.7487e-18,11.342,38.4,-1.75943124953153,2.68710731753356e-17,"PEAK1"
5923,3.0396e-20,2.689,25.046,-3.21943855423664,1.62454592805755e-19,"RASGRF1"
100996492,8.6253e-12,1,3.561,-1.83228243570098,2.77191147945205e-11,"CTXND1"
57214,5.302e-17,12.656,4.418,1.51835618111752,2.34595342465753e-16,"CEMIP"
6457,1e-20,1,6.954,-2.79784306706554,5.48805712878601e-20,"SH3GL3"
57188,4.5063e-19,1.63,10.745,-2.72072161319671,2.25841934112885e-18,"ADAMTSL3"
55215,1e-20,12.024,3.277,1.8754693363736,5.48805712878601e-20,"FANCI"
55897,1e-20,6.673,1.744,1.93593546373609,5.48805712878601e-20,"MESP1"
10509,1e-20,118.933,39.065,1.60620055180076,5.48805712878601e-20,"SEMA4B"
641,1e-20,2.918,1,1.5449798832558,5.48805712878601e-20,"BLM"
400456,1.2172e-18,1,4.337,-2.11669744320102,5.9373465528562e-18,"LINC01197"
23336,3.7116e-17,3.454,13.911,-2.00988614456676,1.65672800320449e-16,"SYNM"
9028,1e-20,6.529,1,2.70686204146254,5.48805712878601e-20,"RHBDL1"
63922,1e-20,12.377,3.869,1.67762903529396,5.48805712878601e-20,"CHTF18"
7177,1.0605e-14,22.968,92.509,-2.00996849347114,4.10621325573315e-14,"TPSAB1"
79652,1.6073e-13,22.427,74.058,-1.72341894095374,5.78799403780901e-13,"TMEM204"
