Cancer type,NCBI gene id,Gene symbol,FDR adjusted p-value,log2 fold change
KIRC,713,C1QB,1e-20,2.7449852384521
KIRC,2048,EPHB2,1.1714e-09,-1.62281756216691
KIRC,100422914,MIR4253,0.31776,0.0
KIRC,729059,TEX46,0.30681,0.0
KIRC,23028,KDM1A,2.5473e-20,-0.593185184078334
KIRC,100422866,MIR3115,0.05364,0.0
KIRC,7798,LUZP1,8.2275e-10,-0.474380267488464
KIRC,3352,HTR1D,0.18896,0.0
KIRC,10236,HNRNPR,3.7176e-15,-0.438020492009581
KIRC,80818,ZNF436,0.85392,-0.0444033315292684
KIRC,148898,ZNF436-AS1,1e-20,0.77058715098578
KIRC,6920,TCEA3,1e-20,0.663092955206662
KIRC,55616,ASAP3,1e-20,-1.59135892117674
KIRC,1870,E2F2,3.7187e-08,0.0
KIRC,3399,ID3,2.1239e-09,0.456379603008696
KIRC,6135,RPL11,1e-20,0.571625862013884
KIRC,100506963,ELOA-AS1,6.4495e-15,0.452115175160914
KIRC,6924,ELOA,5.4436e-18,-0.429651813915021
KIRC,57095,PITHD1,1.1924e-09,-0.128376215085111
KIRC,11313,LYPLA2,1e-20,-0.591248811665901
KIRC,2582,GALE,6.207e-09,0.120530778076141
KIRC,3155,HMGCL,2.593e-19,-0.971670863232568
KIRC,2517,FUCA1,8.9054e-11,-0.598383698103942
KIRC,1269,CNR2,0.17061,0.0
KIRC,55629,PNRC2,1e-20,-0.786425230637039
KIRC,10772,SRSF10,0.0076361,-0.152410607973942
KIRC,127294,MYOM3,0.0079496,-0.298180381122916
KIRC,58985,IL22RA1,1e-20,1.32611133824133
KIRC,163702,IFNLR1,2.1244e-12,-0.627615974922616
KIRC,57822,GRHL3,0.1372,0.0
KIRC,90529,STPG1,1e-20,-0.765569076219155
KIRC,57185,NIPAL3,1.1522e-10,-0.644318337485689
KIRC,100750325,RCAN3AS,0.0072241,0.0
KIRC,11123,RCAN3,5.0001e-11,-0.567000293416893
KIRC,400746,NCMAP,3.8846e-06,-1.37629038333705
KIRC,10250,SRRM1,1.3224e-05,-0.256572287462772
KIRC,25932,CLIC4,0.78908,-0.0634369692657128
KIRC,864,RUNX3,1e-20,3.09984571536961
KIRC,102465437,MIR6731,0.0074435,0.0
KIRC,25949,SYF2,1.8178e-05,-0.167414663899446
KIRC,57035,RSRP1,1.3681e-20,0.775850503014678
KIRC,6007,RHD,8.0045e-12,0.0
KIRC,23585,TMEM50A,0.16641,-0.0489064129336984
KIRC,6006,RHCE,0.013531,0.0
KIRC,55219,MACO1,0.96432,-0.0509813149964147
KIRC,26119,LDLRAP1,1e-20,-0.864583407094069
KIRC,57134,MAN1C1,1e-20,-3.19052164368092
KIRC,57190,SELENON,2.1486e-13,-0.516061448239161
KIRC,56181,MTFR1L,1e-20,-0.785230927381034
KIRC,79000,AUNIP,0.071581,-0.340277404766254
KIRC,164091,PAQR7,1e-20,-1.69842463409513
KIRC,3925,STMN1,6.0635e-09,-0.504608195954302
KIRC,5051,PAFAH2,1e-20,-1.26095476966911
KIRC,2134,EXTL1,0.21136,0.0
KIRC,7780,SLC30A2,1.5981e-12,-4.54738813200534
KIRC,84676,TRIM63,0.040161,-0.102993993323326
KIRC,149420,PDIK1L,1.3803e-15,-0.573232099183597
KIRC,79927,FAM110D,0.011698,0.197134246071856
KIRC,10256,CNKSR1,1e-20,-3.73930807086039
KIRC,64793,CEP85,1.0163e-07,-0.611648389283595
KIRC,83442,SH3BGRL3,1e-20,0.738494355487448
KIRC,91544,UBXN11,1e-20,0.921990759497099
KIRC,1043,CD52,1e-20,2.38091212600717
