Cancer type,NCBI gene id,Gene symbol,FDR adjusted p-value,log2 fold change
COAD,100506564,THEGL,0.27349,0.0
COAD,84525,HOPX,0.084315,0.496503331550803
COAD,6691,SPINK2,1.8917e-07,-2.29865831556452
COAD,5978,REST,2.573e-08,0.253037494488791
COAD,84273,NOA1,0.00053335,0.144511998868264
COAD,5431,POLR2B,1.174e-10,0.192632208858891
COAD,3490,IGFBP7,2.2922e-05,0.482706725238772
COAD,255130,IGFBP7-AS1,0.075906,0.0
COAD,101928851,LINC02380,0.26895,0.0
COAD,105377245,LINC02619,0.3181,0.0
COAD,105377249,LINC02271,0.3181,0.0
COAD,23284,ADGRL3,3.5787e-11,-0.922197848396367
COAD,253017,TECRL,0.21924,0.0
COAD,401134,LINC02232,0.18152,0.0
COAD,2044,EPHA5,0.2947,0.0
COAD,100302177,MIR1269A,0.29907,0.0
COAD,101927237,AC104806.2,0.0098669,0.0
COAD,1060,CENPC,0.014614,-0.0960239570840225
COAD,26228,STAP1,0.00040359,-1.4425454561053
COAD,55236,UBA6,1e-20,0.733666057793633
COAD,550112,UBA6-AS1,0.00088482,0.109995473482253
COAD,2798,GNRHR,0.041021,0.0
COAD,9407,TMPRSS11D,0.023625,0.0
COAD,339967,TMPRSS11A,0.042653,0.0
COAD,389208,TMPRSS11F,0.098303,0.0
COAD,91746,YTHDC1,1.4593e-07,0.180669116007372
COAD,28983,TMPRSS11E,0.1299,0.0
COAD,7367,UGT2B17,1.0292e-09,-6.99343411688322
COAD,7366,UGT2B15,7.9586e-09,-4.81287112596739
COAD,7365,UGT2B10,0.02801,0.0
COAD,79799,UGT2A3,7.4632e-17,-5.34033091439531
COAD,7364,UGT2B7,0.80642,-1.65703109433559
COAD,10720,UGT2B11,0.077203,0.0
COAD,54490,UGT2B28,0.3181,0.0
COAD,7363,UGT2B4,0.063282,0.0
COAD,27284,SULT1B1,1.7107e-18,-3.03886056056897
COAD,6783,SULT1E1,0.026254,0.0
COAD,1446,CSN1S1,0.38372,0.0
COAD,3347,HTN3,0.12962,0.0
COAD,3346,HTN1,0.040373,0.0
COAD,401137,PRR27,0.2737,0.0
COAD,54959,ODAM,4.7516e-09,1.39670752138398
COAD,260436,FDCSP,0.0085438,-3.69127587200993
COAD,10879,SMR3B,0.16965,0.0
COAD,4589,MUC7,0.21638,0.0
COAD,401138,AMTN,0.15994,0.0
COAD,10117,ENAM,0.15822,0.0
COAD,3512,JCHAIN,5.1666e-12,-5.64533847834412
COAD,57050,UTP3,4.0877e-08,0.24248776328965
COAD,22902,RUFY3,0.0012854,0.073747405489534
COAD,2926,GRSF1,4.7416e-12,0.235629114149727
COAD,92597,MOB1B,1.309e-05,0.280962145859179
COAD,1633,DCK,2.0523e-05,0.217655663216639
COAD,8671,SLC4A4,8.7289e-18,-5.88484584037487
COAD,2638,GC,0.57382,0.0
COAD,10886,NPFFR2,0.15816,0.0
COAD,9508,ADAMTS3,0.0018372,0.0
COAD,285521,COX18,0.00014747,0.173680125976281
COAD,26057,ANKRD17,2.4751e-05,0.153851071104394
COAD,213,ALB,0.44118,0.0
COAD,174,AFP,0.3181,0.0
COAD,173,AFM,0.098865,0.0
COAD,728040,LINC02499,0.3181,0.0
COAD,166824,RASSF6,3.092e-09,-1.03353574308153
COAD,3576,CXCL8,0.00012539,3.70802431336908
COAD,6372,CXCL6,3.4138e-07,1.22280456104526
COAD,5197,PF4V1,0.084633,0.0
COAD,2919,CXCL1,1e-20,3.02007169030196
COAD,5196,PF4,1.4774e-15,0.836945368345317
COAD,5473,PPBP,0.07057,0.0
COAD,6374,CXCL5,0.011166,2.22187708107703
COAD,2921,CXCL3,1e-20,2.99888408267669
COAD,2920,CXCL2,1e-20,2.09752327395871
COAD,441024,MTHFD2L,2.6714e-10,0.470712485058568
COAD,255324,EPGN,0.014786,0.0
COAD,2069,EREG,1e-20,2.92787003842765
COAD,374,AREG,1e-20,2.02545631462823
COAD,685,BTC,0.00033485,-0.466562752627596
COAD,25849,PARM1,1.6191e-14,-1.58069968325779
COAD,25898,RCHY1,0.00050669,-0.276867991440523
COAD,152815,THAP6,7.2511e-08,0.23674447785145
COAD,152816,ODAPH,0.15849,0.0
COAD,8999,CDKL2,0.0072671,0.0
COAD,9908,G3BP2,0.1505,-0.162140513240214
COAD,8615,USO1,5.3476e-05,0.145595835056566
COAD,5470,PPEF2,0.3181,0.0
COAD,27163,NAAA,5.8267e-15,-2.30062315224929
COAD,55153,SDAD1,1e-20,0.715639616597335
COAD,4283,CXCL9,0.039137,1.54147903957096
COAD,419,ART3,3.7264e-06,0.0355955551539986
COAD,3627,CXCL10,0.21355,2.07164794550192
COAD,6373,CXCL11,5.1415e-12,3.42105105736498
COAD,53371,NUP54,2.3089e-20,0.424421724399247
COAD,950,SCARB2,8.4206e-09,-0.465299599547336
COAD,100129583,FAM47E,0.0053048,-0.233483076735237
COAD,8987,STBD1,7.3969e-15,-1.79492985875846
COAD,339965,CCDC158,0.6089,0.0
COAD,57619,SHROOM3,1.3338e-10,-1.04656861235036
COAD,100616299,MIR4450,0.004804,0.0
COAD,100616254,MIR548AH,0.01747,0.0
COAD,345079,SOWAHB,1.7117e-13,-1.35992490352717
COAD,55752,SEPT11,0.37923,-0.100638686654725
COAD,10983,CCNI,0.62352,-0.0938559937248248
COAD,901,CCNG2,2.8041e-11,-0.915468875557742
COAD,10563,CXCL13,0.0072821,-1.94023700328956
COAD,246175,CNOT6L,0.031747,-0.135163893906572
COAD,65008,MRPL1,5.8206e-05,0.233064384434678
COAD,80144,FRAS1,0.055903,-0.476180641990259
COAD,306,ANXA3,1e-20,1.46241114955644
COAD,55589,BMP2K,0.00161,-0.716266013396861
COAD,152559,PAQR3,0.13316,-0.0198776228139499
COAD,100505875,LINC01088,0.057114,-0.633198686374004
COAD,84779,NAA11,0.047896,0.0
COAD,100506035,LINC00989,0.0029355,0.0
COAD,118429,ANTXR2,8.8658e-07,-0.898059939613287
COAD,56978,PRDM8,0.87579,-0.718550974467708
COAD,2250,FGF5,0.11659,0.0
COAD,255119,CFAP299,0.033453,0.0
COAD,651,BMP3,1.0271e-14,-4.80415684099774
COAD,5593,PRKG2,1.041e-06,-2.61706334388818
COAD,153020,RASGEF1B,0.00026016,0.0690974830132327
COAD,3184,HNRNPD,1.9326e-17,0.611838206712551
COAD,9987,HNRNPDL,2.2497e-15,0.67612639308772
COAD,58478,ENOPH1,1e-20,1.00300922596467
COAD,441027,TMEM150C,0.14142,-0.17117912946742
COAD,79966,SCD5,0.55253,0.167819323144471
COAD,693160,MIR575,0.080476,0.0
COAD,22872,SEC31A,0.11661,-0.186264817645453
COAD,100499177,THAP9-AS1,1e-20,0.873463996251561
COAD,79725,THAP9,2.8302e-11,0.353607324706588
COAD,132660,LIN54,0.60456,-0.221324153948957
COAD,51138,COPS4,7.1801e-05,-0.154779196601066
COAD,51316,PLAC8,2.1092e-13,-3.3568187245601
COAD,27235,COQ2,0.76721,0.002089348722727
COAD,10855,HPSE,6.6202e-09,-1.30112834839968
COAD,113510,HELQ,0.061384,-0.149130410380772
COAD,51023,MRPS18C,5.6768e-05,-0.492022167748454
COAD,84142,ABRAXAS1,0.077109,-0.036577905346608
COAD,84803,GPAT3,1.3242e-18,-2.6337825880382
COAD,4825,NKX6-1,0.073361,0.0
COAD,1040,CDS1,1.8504e-07,-0.661690025960456
COAD,23001,WDFY3,0.0056,-0.0867094556045341
COAD,404201,WDFY3-AS2,0.089181,-0.40163046658474
COAD,83478,ARHGAP24,0.10209,-0.573581728785604
COAD,100616349,MIR4451,0.0095907,0.0
COAD,5602,MAPK10,0.015647,-0.783247097378117
COAD,100616463,MIR4452,0.222,0.0
COAD,5783,PTPN13,2.9419e-20,1.41522964085746
COAD,345274,SLC10A6,0.022996,0.0
COAD,4299,AFF1,0.0001759,-0.62511704707183
COAD,57563,KLHL8,0.86756,-0.152789360628354
COAD,345275,HSD17B13,0.0090751,0.0
COAD,51170,HSD17B11,3.6423e-14,-1.27257992757769
COAD,53343,NUDT9,1.8388e-11,-0.430755600785476
COAD,8404,SPARCL1,2.4557e-05,-1.87913789983833
COAD,1834,DSPP,0.13708,0.0
COAD,1758,DMP1,0.15746,0.0
COAD,3381,IBSP,2.0781e-17,0.0
COAD,56955,MEPE,0.27945,0.0
COAD,6696,SPP1,2.872e-19,3.19059683800736
COAD,5311,PKD2,0.78623,-0.0609914076980081
COAD,9429,ABCG2,2.2234e-06,-5.15019408252666
COAD,152926,PPM1K,0.71883,-0.32241241035352
COAD,105369192,PPM1K-DT,0.19589,0.0
COAD,55008,HERC6,0.38566,-0.0251342144733664
COAD,51191,HERC5,0.0030075,-0.660647027269785
COAD,100996939,PYURF,0.89591,0.0075028396975832
COAD,101929134,PIGY-DT,0.062301,0.0
COAD,266812,NAP1L5,0.010822,-0.36970861468593
COAD,285512,FAM13A-AS1,0.016478,-0.350363173849439
COAD,10144,FAM13A,0.033854,-0.516539654545231
COAD,166815,TIGD2,3.1562e-16,0.722434729907237
COAD,285513,GPRIN3,4.152e-05,0.118343461937413
COAD,6622,SNCA,0.0011538,-0.853596506202512
COAD,644248,SNCA-AS1,0.2631,0.0
COAD,22915,MMRN1,1.7237e-10,-3.47404659931931
COAD,401145,CCSER1,5.9105e-07,0.22601637461322
COAD,2895,GRID2,0.064088,0.0
COAD,56916,SMARCAD1,1e-20,0.498276330431862
COAD,27306,HPGDS,1.6412e-13,-2.63180275492413
COAD,10611,PDLIM5,0.53895,-0.262904989303069
COAD,100507012,BMPR1B-DT,0.080488,0.0
COAD,658,BMPR1B,0.0045435,0.0
COAD,8633,UNC5C,6.4669e-13,-1.73941609340103
COAD,285555,STPG2,0.02967,0.0
COAD,101410545,STPG2-AS1,0.0088269,0.0
COAD,5910,RAP1GDS1,2.7163e-17,0.380071002892175
COAD,10098,TSPAN5,1e-20,1.54142510561494
COAD,1977,EIF4E,8.9957e-11,0.430180985539386
COAD,23173,METAP1,0.00094,0.036997174009779
COAD,100500867,MIR3684,0.0031739,0.0
COAD,128,ADH5,1.2556e-12,-0.539033027821071
COAD,100507053,AP002026.1,0.59036,0.0
COAD,127,ADH4,2.0034e-05,0.0
COAD,130,ADH6,1.0071e-13,-1.94440062028421
COAD,124,ADH1A,0.028422,0.0
COAD,125,ADH1B,1.0888e-12,-6.0260696760816
COAD,126,ADH1C,1.8752e-15,-5.73347242826151
COAD,131,ADH7,0.32332,0.0
COAD,93587,TRMT10A,2.9774e-08,0.211581985570577
COAD,4547,MTTP,0.49571,0.0
COAD,27071,DAPP1,4.4088e-07,0.387803872676902
COAD,8649,LAMTOR3,5.5008e-10,-0.405351045266708
COAD,79982,DNAJB14,0.53815,-0.25856184274421
COAD,115265,DDIT4L,0.71855,0.0
COAD,101929353,AP001961.1,0.15876,0.0
COAD,51705,EMCN,1.0747e-05,-0.910850634728106
COAD,5530,PPP3CA,0.0035341,0.024003317430247
COAD,102465868,MIR8066,0.010089,0.0
COAD,100302193,MIR1255A,0.0019843,0.0
COAD,90024,AP001816.1,0.030667,-0.480007403198412
COAD,55024,BANK1,0.0062736,-1.01831448293443
COAD,64116,SLC39A8,0.13834,-0.362592309063534
COAD,4790,NFKB1,0.0093957,-0.181067260796654
COAD,4126,MANBA,5.1991e-13,0.477574997948592
COAD,7323,UBE2D3,1.3636e-08,-0.279851770691068
COAD,105377348,UBE2D3-AS1,0.57884,-0.208061145556878
COAD,493856,CISD2,1.8377e-17,0.352917920744761
COAD,150159,SLC9B1,0.0010653,0.0
COAD,133308,SLC9B2,1.1985000000000001e-20,1.40207108067476
COAD,56898,BDH2,1.6973e-08,-0.851949945301139
COAD,1062,CENPE,1e-20,1.70801176877296
COAD,6870,TACR3,0.28564,0.0
COAD,80319,CXXC4,0.00012525,0.587824586196104
COAD,101929468,CXXC4-AS1,0.11708,0.0
COAD,54790,TET2,0.90039,-0.502112779736822
COAD,27068,PPA2,0.021726,-0.124844922419324
COAD,54848,ARHGEF38,1e-20,1.20728867948916
COAD,100874374,ARHGEF38-IT1,0.00090414,0.0
COAD,57117,INTS12,4.782e-11,0.167071656552431
COAD,79807,GSTCD,1e-20,0.809949485897551
COAD,255743,NPNT,1.4119e-07,0.327893688955979
COAD,101929577,AC109361.1,0.024634,0.0
COAD,93627,TBCK,6.3285e-05,0.133820311198539
COAD,9255,AIMP1,4.2311e-19,0.396749647900731
COAD,27123,DKK2,0.0058605,0.519038609600059
COAD,9061,PAPSS1,2.5868e-18,0.495124811133259
COAD,166929,SGMS2,0.23606,-0.375557428887704
COAD,113612,CYP2U1,0.0052311,-0.316151834768386
COAD,3033,HADH,1.7706e-15,-0.978721541718162
COAD,51176,LEF1,1e-20,2.16118588974183
COAD,641518,LEF1-AS1,0.00023851,0.0
COAD,6164,RPL34,1.1496e-06,0.26095421569063
COAD,58505,OSTC,1.0058e-08,0.486883136409342
COAD,64850,ETNPPL,0.063686,0.0
COAD,84570,COL25A1,0.11208,0.0
COAD,100533182,SEC24B-AS1,8.5089e-11,0.645065852094648
COAD,10427,SEC24B,0.93321,-0.168396442692978
COAD,693161,MIR576,0.0016353,0.0
COAD,55013,MCUB,2.5524e-08,0.329335692430784
COAD,839,CASP6,0.0011451,-0.23665771696522
COAD,81579,PLA2G12A,0.51684,-0.216854509473369
COAD,3426,CFI,2.974e-16,1.0628369740203
COAD,54433,GAR1,1e-20,0.756316818258911
COAD,10692,RRH,0.0036524,0.0
COAD,345193,LRIT3,0.02708,0.0
COAD,1950,EGF,3.5258e-05,0.0
COAD,79071,ELOVL6,2.9588e-07,-0.781978775681359
COAD,2028,ENPEP,0.36447,0.618909832644494
COAD,110231149,PANCR,0.0024355,0.0
COAD,5308,PITX2,0.21106,0.157853240026221
COAD,132720,FAM241A,0.083609,0.0752478426259547
COAD,55435,AP1AR,0.039982,0.0842235391996743
COAD,92610,TIFA,0.001709,0.314653627244399
COAD,80216,ALPK1,0.0019533,-0.00104289417318
COAD,55345,ZGRF1,1e-20,1.23204671335011
COAD,51574,LARP7,0.011645,0.0797830277420938
COAD,109864269,MIR302CHG,0.0030898,0.0
COAD,442912,MIR367,0.099946,0.0
COAD,442896,MIR302D,0.00071432,0.0
COAD,407028,MIR302A,0.0041413,0.0
COAD,442895,MIR302C,0.028464,0.0
COAD,442894,MIR302B,0.3181,0.0
COAD,287,ANK2,7.3275e-06,-2.67446065156026
COAD,100302188,MIR1243,0.10086,0.0
COAD,102465878,MIR8082,0.088581,0.0
COAD,817,CAMK2D,2.1723e-17,-0.769491565145738
COAD,79642,ARSJ,2.6226e-09,1.00319109849389
COAD,7368,UGT8,0.014516,-0.0024981738551962
COAD,693162,MIR577,0.010531,0.0
COAD,64579,NDST4,0.02931,0.0
COAD,133022,TRAM1L1,0.34184,0.0
COAD,105377389,LINC02262,0.026518,0.0
COAD,105377390,LINC02263,0.0001028,0.0
COAD,105377391,LINC02264,0.1343,0.0
COAD,9348,NDST3,0.013538,0.0
COAD,100093630,SNHG8,1e-20,0.649198399480311
COAD,8492,PRSS12,3.771e-08,-1.04696175436557
COAD,101929741,METTL14-DT,0.0052581,0.0
COAD,57721,METTL14,0.5845,-0.196279196112294
COAD,9871,SEC24D,0.0098179,0.287830115604253
COAD,171024,SYNPO2,0.0019878,-3.58017636192168
COAD,51778,MYOZ2,0.075502,0.0
COAD,401152,C4orf3,0.61158,-0.037757713826723
COAD,2169,FABP2,9.8832e-05,-3.71619874129031
COAD,8654,PDE5A,4.6604e-06,-1.46685386029899
COAD,101927007,LINC01365,0.1164,0.0
COAD,4085,MAD2L1,1e-20,1.57838116739266
COAD,11107,PRDM5,0.001314,0.327482155637464
COAD,79625,NDNF,8.4718e-10,-1.42289510958061
COAD,79931,TNIP3,0.31709,0.0
COAD,84109,QRFPR,0.007864,0.0
COAD,308,ANXA5,1.7845e-07,0.492130438345702
COAD,5393,EXOSC9,1e-20,0.729072288269258
COAD,890,CCNA2,1e-20,1.20522448556936
COAD,55212,BBS7,0.069592,0.019840157064866
COAD,7222,TRPC3,0.12842,0.0
COAD,84162,KIAA1109,0.35997,-0.625968468458685
COAD,3558,IL2,0.10497,0.0
COAD,59067,IL21,0.096246,0.0
COAD,100996941,IL21-AS1,0.3181,0.0
COAD,166379,BBS12,2.1181e-08,-0.497826517088246
COAD,2247,FGF2,0.0066141,-1.09220743809709
COAD,11162,NUDT6,0.026156,-0.590980825571102
COAD,166378,SPATA5,7.0821e-16,0.656177550585986
COAD,10252,SPRY1,2.2469e-08,0.460245869013029
COAD,285419,LINC01091,6.4607e-10,1.20384995090553
COAD,101927087,LINC02516,0.014521,0.0
COAD,57182,ANKRD50,3.7063e-06,0.262564166246551
COAD,79633,FAT4,0.36889,-0.527589054751961
COAD,27152,INTU,7.9129e-07,0.57918014812715
COAD,83447,SLC25A31,0.3181,0.0
COAD,22824,HSPA4L,1.4844e-20,1.47830870195863
COAD,10733,PLK4,1e-20,1.20801919487471
COAD,256471,MFSD8,0.011995,-0.0150021633392467
COAD,80167,ABHD18,0.82262,-0.156994071303226
COAD,55132,LARP1B,5.3794e-10,0.271122460663134
COAD,10424,PGRMC2,6.3993e-07,-0.352046731984888
COAD,100507487,LINC02615,1.1539e-10,0.713695814843359
COAD,79960,JADE1,0.10682,0.107704640347093
COAD,132320,SCLT1,1.533e-16,0.577967512720912
COAD,132321,C4orf33,2.5179e-06,-0.651484971073092
COAD,101927282,LINC02466,0.080608,0.0
COAD,107986313,LINC02465,0.11449,0.0
COAD,101927305,SNHG27,0.051094,0.0
COAD,57575,PCDH10,0.071689,0.0
COAD,132430,PABPC4L,0.0060335,0.0
COAD,100507528,LINC00613,0.15936,0.0
COAD,105377441,LINC02511,0.3181,0.0
COAD,54510,PCDH18,0.027226,-0.50674225864269
COAD,641365,LINC00616,0.015515,0.0
COAD,641364,SLC7A11-AS1,0.005553,0.0
COAD,23657,SLC7A11,1e-20,2.48928602262588
COAD,100874047,LINC00499,0.013507,0.0
COAD,25819,NOCT,0.96308,-0.079453596687387
COAD,1998,ELF2,0.010065,0.0514889020496906
COAD,84709,MGARP,0.099164,0.0
COAD,4717,NDUFC1,1e-20,-0.491192988367018
COAD,80155,NAA15,1e-20,1.04726200963423
COAD,83452,RAB33B,0.00018791,0.273835675424757
COAD,80854,SETD7,1.3099e-06,0.761582988822179
COAD,4258,MGST2,0.022982,-0.155926006201757
COAD,55534,MAML3,0.00012306,-0.505114013914957
COAD,60592,SCOC,0.99541,-0.018791889967742
COAD,100129858,SCOC-AS1,0.00030722,0.0
COAD,1047,CLGN,0.33542,0.0
COAD,152586,MGAT4D,0.10381,0.0
COAD,255520,ELMOD2,0.13934,-0.0220090400214866
COAD,7350,UCP1,0.052261,0.0
COAD,23158,TBC1D9,4.8284e-14,-1.40827021840778
COAD,57484,RNF150,0.0030945,-1.41142624572647
COAD,27309,ZNF330,5.6416e-07,0.25840936616612
COAD,100507639,LINC02432,1.9121e-12,0.0
COAD,3600,IL15,0.013019,-0.517691313141813
COAD,8821,INPP4B,0.00083159,-0.103552473748833
COAD,84640,USP38,5.2386e-07,-0.575837417367719
COAD,2549,GAB1,6.0596e-15,-1.07356458952663
COAD,100423017,MIR3139,0.00064852,0.0
COAD,100128055,SMARCA5-AS1,0.021446,0.0
COAD,8467,SMARCA5,1.236e-16,0.405740865725773
COAD,166752,FREM3,0.21669,0.0
COAD,2996,GYPE,0.073443,0.0
COAD,2994,GYPB,0.026895,0.0
COAD,2993,GYPA,0.3181,0.0
COAD,646576,HHIP-AS1,5.9669e-09,-1.42653313811667
COAD,64399,HHIP,3.7684e-09,-1.77441810410581
COAD,10393,ANAPC10,1.0475e-20,0.727469682792343
COAD,6059,ABCE1,1e-20,1.21468451233568
COAD,54726,OTUD4,3.4279e-11,0.330263446497516
COAD,105377466,LINC02266,0.00099827,0.0
COAD,4086,SMAD1,1.4916e-09,-0.386120667832074
COAD,101927659,SMAD1-AS2,0.00047044,0.0
COAD,104326058,SMAD1-AS1,0.013885,0.0
COAD,166785,MMAA,0.00032015,-0.414625336021208
COAD,646603,C4orf51,0.010166,0.0
COAD,152485,ZNF827,0.32946,-0.103653773418226
COAD,100505545,LINC01095,0.15033,0.0
COAD,11157,LSM6,1.9841e-09,0.333737397176996
COAD,345051,REELD1,0.16178,0.0
COAD,84068,SLC10A7,0.00073484,0.080911197988743
COAD,102465837,MIR7849,0.0021334,0.0
COAD,83894,TTC29,0.025193,0.0
COAD,100313938,MIR548G,0.20729,0.0
COAD,1909,EDNRA,2.671e-17,1.84376878324972
COAD,55751,TMEM184C,0.30918,-0.13745659424719
COAD,90826,PRMT9,0.068109,0.0355057628195293
COAD,79658,ARHGAP10,0.018537,-0.401454964054789
COAD,100616246,MIR4799,0.075793,0.0
COAD,4306,NR3C2,1e-20,-3.00085532464335
COAD,101927849,LINC02355,0.05932,0.0
COAD,285423,IQCM,0.75233,0.0
COAD,166614,DCLK2,0.00012667,-0.982722008568165
COAD,987,LRBA,0.00035117,-0.0305230445936237
COAD,10586,MAB21L2,0.0026777,-2.48226585678913
COAD,6189,RPS3A,0.20278,0.0217808327211556
COAD,114655,SNORD73B,2.3831e-07,0.982582946922591
COAD,152503,SH3D19,0.0031488,-0.251122833942542
COAD,345062,PRSS48,0.0006239,0.0
COAD,729830,FAM160A1,2.559e-05,-0.813809055651778
COAD,5188,GATB,0.061507,-0.175409204612611
COAD,100996286,LINC02273,0.65911,0.0
COAD,55294,FBXW7,4.9035e-05,0.0899421253127982
COAD,102191832,FBXW7-AS1,0.0080079,0.0
COAD,100422896,MIR3140,0.00078065,0.0
COAD,54553,MIR4453HG,2.7918e-12,0.586017873877868
COAD,201799,TMEM154,1.9346e-14,0.756389166539533
COAD,201798,TIGD4,2.9825e-15,0.0551956542421246
COAD,27236,ARFIP1,3.0196e-05,-0.299798579848796
COAD,729870,AC093599.2,6.6858e-06,0.300267312032769
COAD,85462,FHDC1,0.001682,-0.0666283074559455
COAD,23321,TRIM2,2.9989e-16,0.535110362828037
COAD,84057,MND1,1e-20,1.7027378151538
COAD,23240,TMEM131L,0.12771,-0.258700935566488
COAD,7097,TLR2,2.3262e-05,0.376720567727742
COAD,285533,RNF175,0.019288,0.0
COAD,6423,SFRP2,0.025578,-2.00394170390518
COAD,54798,DCHS2,0.62358,0.0
COAD,5356,PLRG1,0.00020259,0.0961845283844694
COAD,2244,FGB,0.0027417,0.0
COAD,2243,FGA,0.13427,0.0
COAD,2266,FGG,0.45202,0.0
COAD,9227,LRAT,0.32141,0.0
COAD,166863,RBM46,0.3181,0.0
COAD,102724776,AC097467.3,0.12653,0.0
COAD,79884,MAP9,0.8611,0.0
COAD,2982,GUCY1A1,0.16364,-0.0576311371252815
COAD,2983,GUCY1B1,0.17582,-0.0379678501990205
COAD,51802,ASIC5,0.10015,0.0
COAD,6999,TDO2,4.6091e-05,1.1799233512263
COAD,1519,CTSO,4.0309e-10,-0.711165036781762
COAD,56034,PDGFC,0.077115,-0.0266567121124265
COAD,2743,GLRB,0.29798,0.0
COAD,2891,GRIA2,0.091241,0.0
COAD,51313,GASK1B,0.00074658,-0.0437201250143147
COAD,285505,FAM198B-AS1,3.2103e-06,0.0
COAD,55314,TMEM144,9.0057e-05,-0.525050851399692
COAD,59350,RXFP1,0.0050795,0.0
COAD,201725,C4orf46,1e-20,0.852366115323883
COAD,2110,ETFDH,1e-20,-1.78803490506551
COAD,5481,PPID,0.0080414,0.162090677797256
COAD,57600,FNIP2,1.8189e-09,-0.8846971633925
COAD,152940,C4orf45,0.0040481,0.0
COAD,9693,RAPGEF2,0.49986,-0.231471530932372
COAD,100500881,MIR3688-1,0.31215,0.0
COAD,56884,FSTL5,0.076938,0.0
COAD,101928052,AC023136.1,0.24241,0.0
COAD,100616234,MIR4454,0.1855,0.0
COAD,92345,NAF1,1.891e-13,0.433717779635117
COAD,4886,NPY1R,1.0163e-08,-2.55630678422498
COAD,4889,NPY5R,0.98362,0.0
COAD,55319,TMA16,1e-20,0.921779244342858
COAD,100505989,SMIM31,3.2932e-08,-1.06336663404469
COAD,100506013,APELA,0.0026074,0.0
COAD,391712,TRIM61,0.75207,0.0
COAD,152756,FAM218A,0.34411,0.0
COAD,166655,TRIM60,0.25801,0.0
COAD,201931,TMEM192,0.00040703,0.137995746257651
COAD,11275,KLHL2,0.010279,0.0510679354279237
COAD,2713,GK3P,0.0031653,0.0
COAD,6307,MSMO1,1.5965e-07,0.81221874798355
COAD,1363,CPE,0.021066,-1.00810467020293
COAD,693163,MIR578,0.037203,0.0
COAD,101928151,LINC01179,0.3181,0.0
COAD,7092,TLL1,0.00086635,-0.345964030342872
COAD,50859,SPOCK3,0.12195,0.0
COAD,11199,ANXA10,0.0014027,0.0
COAD,55601,DDX60,2.6436e-07,-1.28243451856662
COAD,91351,DDX60L,0.30866,-0.576858826045561
COAD,23022,PALLD,0.0054829,-0.550119234172455
COAD,84869,CBR4,0.5503,-0.167514222978337
COAD,57630,SH3RF1,1.3023e-10,-0.707888523916219
COAD,4750,NEK1,0.055242,-0.294614270047194
COAD,1182,CLCN3,0.51695,-0.0857373227215879
COAD,54969,HPF1,0.27274,0.196242602442998
COAD,9848,MFAP3L,3.1499e-12,0.502500340529183
COAD,51166,AADAT,1e-20,1.32802861288155
COAD,101928223,LINC01612,0.60362,-1.82784809392168
COAD,105377536,LINC02174,0.11374,0.0
COAD,442117,GALNTL6,0.00035982,0.0
COAD,51809,GALNT7,4.0349e-07,-0.725717605762589
COAD,100422849,MIR548T,0.0010407,0.0
COAD,3148,HMGB2,6.787300000000001e-19,0.737497663190664
COAD,8819,SAP30,2.7033e-13,0.727959799219686
COAD,11341,SCRG1,0.088357,0.0
COAD,9464,HAND2,0.00072495,-2.63714650625315
COAD,79804,HAND2-AS1,0.00023135,-2.55434326566276
COAD,101928478,LINC02269,0.029665,0.0
COAD,101928509,LINC02268,0.033705,0.0
COAD,26269,FBXO8,1e-20,-0.64963568798972
COAD,80817,CEP44,6.2194e-07,0.285125749286127
COAD,100423042,MIR4276,0.24953,0.0
COAD,3248,HPGD,5.6319e-16,-3.38932921626824
COAD,8001,GLRA3,0.14318,0.0
COAD,11086,ADAM29,0.24,0.0
COAD,2823,GPM6A,0.00079305,-2.13356352574111
COAD,101928590,AC097537.1,0.12575,0.0
COAD,116966,WDR17,0.090036,0.0
COAD,132851,SPATA4,0.13905,0.0
COAD,140458,ASB5,0.0024598,0.0
COAD,60559,SPCS3,0.00010105,0.161170715991826
COAD,7424,VEGFC,0.58561,-0.309537774711467
COAD,55247,NEIL3,1e-20,1.42445247003072
COAD,175,AGA,0.0026082,-0.251601423400434
COAD,285501,LINC01098,0.053132,0.0
COAD,101928656,LINC01099,0.080379,0.0
COAD,55714,TENM3,0.73724,0.0
COAD,100302270,MIR1305,0.12276,0.0
COAD,1635,DCTD,1e-20,0.716752657084935
COAD,152641,WWC2-AS2,0.15497,0.0
COAD,80014,WWC2,0.00029885,0.581383635126382
COAD,101928734,WWC2-AS1,0.010137,0.0
COAD,100132463,CLDN24,0.20326,0.0
COAD,55602,CDKN2AIP,0.00018752,0.103808510491206
COAD,3622,ING2,0.94571,-0.0095063155185145
COAD,201965,RWDD4,2.0485e-10,0.260004126237985
COAD,60684,TRAPPC11,0.35075,-0.0987098606829802
COAD,56977,STOX2,0.00010861,-0.377401430785794
COAD,133121,ENPP6,1.458e-08,-0.675364312749146
COAD,728175,LINC02363,0.16406,0.0
COAD,3660,IRF2,6.2797e-15,-0.456917301648565
COAD,105377586,LINC02365,0.0064985,0.0
COAD,836,CASP3,4.25e-05,-0.356404481759983
COAD,201973,PRIMPOL,0.17131,-0.132549495578375
COAD,79682,CENPU,1e-20,1.09345201882145
COAD,2180,ACSL1,0.0011749,0.744987759062161
COAD,100506229,LINC01093,0.10823,0.0
