"","X","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"23","GO:0000003","GO:0000003","reproduction",108,0.234055109754711,2.05766243534924,0.000520945292271262,0.00437141049601538,0.00302792000542107,252,"tags=37%, list=20%, signal=32%","6696/6690/2706/4751/7153/991/83540/9133/5347/9088/6513/10403/5047/6676/4192/84057/7272/701/898/55366/64220/9156/6790/55723/51804/259266/23397/23213/26256/983/5888/4318/10863/79733/995/3171/9700/5050/116832/9232"
"21","GO:0048514","GO:0048514","blood vessel morphogenesis",100,-0.290596204594358,-2.06677660098076,0.000486686243078921,0.00426956567791963,0.00295737573545565,369,"tags=49%, list=30%, signal=37%","7075/306/1285/79625/2627/2263/641700/3953/2247/57493/57608/1012/161198/9496/168667/6505/9314/84830/54922/9510/64321/94/9353/2034/5787/284/1003/2294/2013/3373/185/1901/10203/54538/10266/358/7122/28984/7049/4881/126393/7476/9037/147372/7010/6943/857/2277/55273"
"22","GO:0040011","GO:0040011","locomotion",159,-0.244432798990066,-1.92105264229428,0.000479995830273149,0.00426956567791963,0.00295737573545565,582,"tags=64%, list=47%, signal=38%","5592/1441/146225/9732/7048/5581/91663/8322/120425/51378/9034/22998/2621/90102/104/6622/5588/23328/2624/2159/22854/240/57381/482/1636/4739/154810/728/1843/57091/650/79812/90627/2268/23767/7075/306/152007/284119/23604/6403/641700/7869/2247/57608/1012/627/5175/6693/6092/168667/9314/84830/9510/79148/4858/65009/10395/90865/51554/58494/1839/84913/94/9353/221692/9079/284/1003/6368/2294/2013/3373/185/1901/120892/54538/358/56920/7122/3730/1602/28984/6586/7476/9037/53905/10894/147372/6441/27255/7010/285313/89780/9806/1910/4248/5319/857/2277/177"
"20","GO:0071495","GO:0071495","cellular response to endogenous stimulus",112,-0.281862283726443,-2.05379758150709,0.000400630136010039,0.00386608081249687,0.00267789617227763,347,"tags=45%, list=28%, signal=35%","8425/79625/2627/2263/3953/2247/2690/627/8516/6092/168667/255743/6505/84830/94/9353/858/59350/158376/1003/91851/3373/185/120892/10266/358/6258/7122/9365/6586/4023/2719/255738/7049/2264/7476/10268/154/79674/6751/181/6943/5319/2662/857/7123/64399/2819/55273/177"
"19","GO:0035239","GO:0035239","tube morphogenesis",122,-0.279502182819207,-2.07774143265893,0.000332029341177631,0.00337271909722541,0.00233616212352128,369,"tags=48%, list=30%, signal=37%","7075/306/1285/79625/2627/2263/641700/3953/2247/57493/6926/57608/1012/161198/9496/168667/255743/6505/9314/84830/54922/9510/65009/10395/64321/84913/94/9353/2034/5787/284/1003/2294/2013/3373/185/1901/340419/10203/54538/10266/358/7122/28984/2719/7049/4881/126393/7476/9037/147372/7010/89780/6943/857/64399/2277/55273"
"18","GO:0042221","GO:0042221","response to chemical",324,-0.213561544857188,-1.90902062026845,0.000313534977796096,0.00336179170636925,0.00232859310994761,296,"tags=32%, list=24%, signal=33%","57608/1012/2690/627/8516/387758/6693/6092/168667/1410/4481/255743/6505/9314/84830/27233/79148/4858/2532/90865/64321/51554/1839/7056/94/9353/858/21/2034/4360/284/59350/158376/1003/6368/2294/2878/91851/338557/8639/3373/185/1901/10203/120892/54538/10266/358/6258/56920/7122/9365/3730/1066/28984/26577/6586/4023/2719/255738/1036/7049/2264/7476/10268/9037/154/79674/3777/5950/3899/6751/2890/53905/27074/147372/6441/27255/181/4311/255189/2327/89780/9806/361/6943/1910/4248/7134/5319/2662/857/11185/56729/7123/64399/338328/2277/2819/55273/1361/2167/51208/177"
"17","GO:0070887","GO:0070887","cellular response to chemical stimulus",250,-0.225986294103453,-1.94465837153848,0.000291462515279791,0.00330895679111763,0.00229199625018783,248,"tags=30%, list=20%, signal=30%","9314/84830/27233/79148/2532/90865/64321/51554/1839/94/9353/858/2034/4360/284/59350/158376/1003/6368/2294/2878/91851/3373/185/1901/10203/120892/10266/358/6258/7122/9365/1066/28984/26577/6586/4023/2719/255738/7049/2264/7476/10268/9037/154/79674/3777/6751/2890/53905/147372/6441/181/4311/255189/2327/89780/9806/361/6943/1910/4248/5319/2662/857/7123/64399/2277/2819/55273/1361/2167/51208/177"
"14","GO:0022414","GO:0022414","reproductive process",106,0.240943592889275,2.11841378593085,0.000269331008215961,0.00324880528660503,0.00225033145022546,252,"tags=38%, list=20%, signal=33%","6696/6690/2706/4751/7153/991/83540/9133/5347/9088/6513/10403/5047/6676/4192/84057/7272/701/898/55366/64220/9156/6790/55723/51804/259266/23397/23213/26256/983/5888/4318/10863/79733/995/3171/9700/5050/116832/9232"
"15","GO:0007166","GO:0007166","cell surface receptor signaling pathway",245,-0.230751131834364,-1.96744974749045,0.000247920405696655,0.00324880528660503,0.00225033145022546,394,"tags=43%, list=32%, signal=37%","53358/79812/115727/55022/51473/58475/2268/23767/7075/353514/151306/1285/92162/8406/8425/126014/84106/5745/7078/2627/2263/7869/3953/2247/51267/2206/57608/1012/2690/627/5175/8516/161198/6693/6092/64651/168667/255743/6505/9314/9510/65009/2532/27123/90865/284654/64321/51554/1839/84913/94/9353/84658/858/79987/284/1675/1003/6368/2294/91851/2869/2013/9068/340419/10203/120892/55679/2015/56920/7122/9365/10326/6586/343637/2719/83595/7049/4881/2264/7476/9037/154/79674/7433/6751/2890/53905/80274/147372/27255/7010/89780/8685/1910/153579/2662/857/64399/2277/55273/219995/8547/11197/51208/177"
"16","GO:0065008","GO:0065008","regulation of biological quality",283,-0.216424105543676,-1.88448690433259,0.000256057071800232,0.00324880528660503,0.00225033145022546,330,"tags=36%, list=27%, signal=34%","90952/6403/2171/7869/3953/2247/375033/84239/57493/7450/3762/6926/2690/338442/627/5175/1043/6092/1410/2824/80177/10391/6505/9314/84830/54922/4858/55289/90527/64321/51554/58494/7056/94/22899/9353/858/21/2034/64116/9079/284/2160/1003/6368/91851/338557/2013/6332/185/1901/120892/6886/256949/10266/358/56920/7122/9365/1066/8676/4023/255738/1036/7049/4881/2264/115572/51705/7476/9037/154/5923/3777/8825/5950/54674/2890/53905/57864/80274/8630/6441/7010/4311/2327/89780/361/153/1910/33/7134/5319/2273/857/56729/338328/1361/2823/2167/51208/177"
