cancer_type,ncbi_gene_id,gene_symbol,fdr_adjusted_p_value,log2_fold_change
LUAD,84433,CARD11,1e-20,1.71165162169179
LUAD,55698,RADIL,2.31e-17,-2.49415956371284
LUAD,222962,SLC29A4,1e-20,2.36982092740335
LUAD,10551,AGR2,1e-20,2.16886782612498
LUAD,10643,IGF2BP3,1e-20,1.55040819321728
LUAD,56164,STK31,1e-20,1.59024270806259
LUAD,105375304,AC004540.2,6.5021e-14,-2.13245029602365
LUAD,3202,HOXA5,5.8669e-12,-1.66290983704306
LUAD,79017,GGCT,1e-20,1.63234888625662
LUAD,11185,INMT,4.6757e-19,-4.20387794202199
LUAD,358,AQP1,1e-20,-2.96294562769179
LUAD,168667,BMPER,7.3987e-14,-2.42867840994823
LUAD,79783,SUGCT,1e-20,1.69202335049523
LUAD,10268,RAMP3,1.6159e-14,-3.17457970913443
LUAD,3486,IGFBP3,1e-20,1.95629617147962
LUAD,6804,STX1A,1e-20,2.52939241383302
LUAD,1365,CLDN3,1e-20,1.87645090313053
LUAD,7784,ZP3,1e-20,1.84549005094438
LUAD,105375355,UPK3B,1.5943e-17,-5.96515766211095
LUAD,100505881,MAGI2-AS3,1e-20,-1.78901261611524
LUAD,26872,STEAP1,1e-20,2.60109504148473
LUAD,2791,GNG11,4.4915e-13,-2.139110839999
LUAD,402569,KPNA7,1e-20,1.93621390100641
LUAD,407014,MIR25,1e-20,1.87310118553317
LUAD,29992,PILRA,1e-20,-1.62694231072199
LUAD,100616117,MIR4653,1e-20,2.77273024776718
LUAD,723809,LHFPL3-AS2,4.2977e-20,-3.870807129187
LUAD,54674,LRRN3,7.2855e-17,-3.29821840245213
LUAD,9732,DOCK4,1.4006e-19,-1.74260079974394
LUAD,858,CAV2,1e-20,-2.63964889440236
LUAD,857,CAV1,1e-20,-4.18335139307694
LUAD,79974,CPED1,1e-20,-2.15336953290592
LUAD,57464,STRIP2,1e-20,1.66667427211982
LUAD,100287482,SMKR1,1.2908000000000001e-19,1.92994583183618
LUAD,92092,ZC3HAV1L,1e-20,1.62561029821263
LUAD,27147,DENND2A,1.8342e-19,-2.045179687056
LUAD,135932,TMEM139,1e-20,-2.85299758761332
LUAD,2146,EZH2,1e-20,2.49466935277434
LUAD,9601,PDIA4,1e-20,1.72049870762438
LUAD,155038,GIMAP8,3.0246e-18,-2.35258763335025
LUAD,168537,GIMAP7,1.7332e-19,-1.83121294007212
LUAD,55303,GIMAP4,1e-20,-1.55006108111964
LUAD,474344,GIMAP6,1e-20,-2.22676051771771
LUAD,170575,GIMAP1,1.2286e-17,-2.07025287702202
LUAD,26,AOC1,1e-20,2.97563018628082
LUAD,349136,WDR86,1e-20,1.80083988490127
LUAD,7516,XRCC2,1e-20,1.56657164062676
LUAD,645249,MNX1-AS1,1e-20,1.71457523885163
LUAD,54892,NCAPG2,1e-20,1.52936729627324
LUAD,83595,SOX7,3.8475e-11,-3.09456093682507
LUAD,83648,FAM167A,6.3605e-14,-2.54697852643046
LUAD,10395,DLC1,1.0417e-17,-2.55588730873249
LUAD,4481,MSR1,8.8348e-17,-2.43964092633924
LUAD,5157,PDGFRL,1e-20,1.57345994453961
LUAD,2267,FGL1,7.8152e-11,1.73811928878258
LUAD,4023,LPL,1e-20,-3.07814368544259
LUAD,9046,DOK2,4.2747000000000004e-19,-1.90473113150684
LUAD,203190,LGI3,1e-20,-6.161686174584
LUAD,6440,SFTPC,1e-20,-7.35483103007538
LUAD,64236,PDLIM2,1e-20,-2.04861243841312
LUAD,157310,PEBP4,1e-20,-4.36020095970084
LUAD,389641,AC100861.1,1e-20,1.58496250072116
LUAD,10863,ADAM28,1e-20,2.24445560967381
LUAD,157313,CDCA2,1e-20,1.73205207330029
LUAD,1808,DPYSL2,1e-20,-1.69118463493458
LUAD,157570,ESCO2,1e-20,1.51601514700366
LUAD,55872,PBK,1e-20,3.09182728632479
LUAD,80223,RAB11FIP1,2.6071e-15,-1.51471522506568
LUAD,6867,TACC1,1e-20,-1.82582506391275
LUAD,4173,MCM4,1e-20,2.07420467344834
LUAD,64321,SOX17,1.7954e-11,-2.58471687289373
LUAD,100507632,LINC00968,2.2561e-16,-2.83025532416768
LUAD,80243,PREX2,4.6352e-15,-2.26901656384892
LUAD,286189,C8orf34-AS1,1.4847e-12,-2.12348330385835
LUAD,23213,SULF1,1e-20,2.37607442703043
LUAD,157869,SBSPON,1.9042e-20,-3.17966639592051
LUAD,3174,HNF4G,1e-20,1.94410879910795
LUAD,101927067,LINC01607,1e-20,1.60122108558495
LUAD,2171,FABP5,6.83e-19,-2.25639674250842
LUAD,2167,FABP4,8.3122e-16,-6.00830383240494
LUAD,64168,NECAB1,1e-20,-3.40135740989028
LUAD,9134,CCNE2,1e-20,1.53704751940466
LUAD,284,ANGPT1,3.5707e-17,-2.70632143104625
LUAD,340419,RSPO2,4.8916e-15,-2.87243479584022
LUAD,79075,DSCC1,1e-20,1.59877574735584
LUAD,27085,MTBP,1e-20,1.53366971705155
LUAD,84985,FAM83A,1e-20,6.04660019240139
LUAD,100131726,FAM83A-AS1,1e-20,2.45864447937567
LUAD,29028,ATAD2,1e-20,1.67351257374346
LUAD,114907,FBXO32,1e-20,1.71949546098401
LUAD,5820,PVT1,1e-20,2.62580973435727
LUAD,56169,GSDMC,1e-20,1.93979830453305
LUAD,3786,KCNQ3,1e-20,1.98405159006171
LUAD,8840,CCN4,1e-20,2.30801805062506
LUAD,22898,DENND3,2.7328e-19,-1.88319674441717
LUAD,338328,GPIHBP1,3.4016e-16,-4.71564831559717
LUAD,114822,RHPN1,1e-20,1.81732521081253
LUAD,642475,MROH6,1e-20,2.16868482682723
LUAD,23246,BOP1,1e-20,1.54477585221553
LUAD,4796,TONSL,1e-20,1.89395516535047
LUAD,9401,RECQL4,1e-20,2.77488966730097
LUAD,6505,SLC1A1,5.8471e-17,-2.48338252100788
LUAD,90865,IL33,1.9242000000000002e-19,-2.57519634378863
LUAD,401494,HACD4,1e-20,-1.52986106652594
LUAD,1029,CDKN2A,1e-20,2.18220333122075
LUAD,1030,CDKN2B,1.8207e-14,-1.54356542386998
LUAD,7010,TEK,1.517e-18,-3.43589260148995
LUAD,84904,ARHGEF39,1e-20,1.84317989025717
LUAD,768,CA9,1e-20,2.52331103075142
LUAD,158376,SPAAR,7.850800000000001e-19,-2.73198218665195
LUAD,8434,RECK,1.8714e-18,-1.56449483581513
LUAD,152007,GLIPR2,1e-20,-2.18084828028169
LUAD,347252,IGFBPL1,1e-20,1.59211468625197
LUAD,5239,PGM5,1.3465000000000002e-19,-2.31590037475852
LUAD,101927015,LINC01506,2.7045e-11,-1.52406367577721
LUAD,8395,PIP5K1B,1e-20,-2.768770008102
LUAD,9413,FAM189A2,1e-20,-3.35078954998984
LUAD,256691,MAMDC2,2.3099e-18,-3.22013621977849
LUAD,687,KLF9,2.6042e-13,-1.71341924232932
LUAD,29968,PSAT1,1e-20,3.37213829016979
LUAD,257019,FRMD3,1.4966e-20,-2.85712669752103
LUAD,51280,GOLM1,1e-20,2.642337412046
LUAD,53358,SHC3,1.7245e-14,-2.07132530719007
LUAD,65268,WNK2,2.8573e-17,1.63273352595054
LUAD,100188953,LINC00092,1.3786e-19,-1.85279789281877
LUAD,7111,TMOD1,2.466e-18,-1.97647579046483
LUAD,9314,KLF4,9.4545e-13,-2.51134362502648
LUAD,79987,SVEP1,6.3163e-15,-2.66135382441601
LUAD,57864,SLC46A2,9.7493e-16,-3.33982996781875
LUAD,7099,TLR4,1e-20,-1.67062353498639
LUAD,89853,MVB12B,7.393e-16,-1.65858923472078
LUAD,10044,SH2D3C,3.6763e-19,-2.24603391840406
LUAD,2022,ENG,1.1943e-16,-1.55948673096417
LUAD,3934,LCN2,4.0558e-19,2.06088611469252
LUAD,389792,IER5L,1e-20,1.51121097855853
LUAD,51450,PRRX2,1e-20,1.62809707554424
LUAD,9536,PTGES,1e-20,2.44282611178367
LUAD,10319,LAMC3,3.14e-12,-2.09571431882628
LUAD,642515,PRRT1B,1.079e-14,-2.00922315232599
LUAD,5047,PAEP,2.9943e-12,2.93941466130072
LUAD,286256,LCN12,1e-20,2.00893312477001
LUAD,9022,CLIC3,1e-20,-2.4697165087616
LUAD,954,ENTPD2,1e-20,1.52807116457874
LUAD,89958,SAPCD2,1e-20,2.44334142580323
LUAD,5214,PFKP,1e-20,2.03049669635429
LUAD,1316,KLF6,5.8636e-13,-1.6544528950192
LUAD,5588,PRKCQ,1e-20,-1.81736774205069
LUAD,80760,ITIH5,1e-20,-2.69066618298697
LUAD,207107,SFTA1P,1e-20,-2.86003981692139
LUAD,55388,MCM10,1e-20,2.05380644369579
LUAD,8516,ITGA8,1.3171e-16,-2.36041139286193
LUAD,338596,ST8SIA6,1.7309e-17,-3.30888505741176
LUAD,4360,MRC1,6.8861e-17,-2.68950324229793
LUAD,10529,NEBL,1e-20,-1.77505861219073
LUAD,256815,C10orf67,1.6103e-14,-2.17376706773671
LUAD,105376453,AL606469.1,2.598e-13,-2.54744982914397
LUAD,220213,OTUD1,2.1571e-18,-2.04500636137033
LUAD,57608,JCAD,5.3636e-15,-2.34104429982259
LUAD,6935,ZEB1,3.6924e-14,-1.5166738843821
LUAD,8187,ZNF239,1e-20,1.59118664874657
LUAD,240,ALOX5,1.0254e-15,-1.88710670653382
LUAD,728113,ANXA8L1,1.0831e-11,-3.11852584893567
LUAD,9721,GPRIN2,1.5224e-20,-2.04623071197554
LUAD,2662,GDF10,2.7701000000000003e-19,-4.18045030885935
LUAD,170371,TMEM273,1e-20,-1.66508718883011
LUAD,5592,PRKG1,2.1683e-17,-1.71800674441256
LUAD,11130,ZWINT,1e-20,2.60900583332496
LUAD,220965,FAM13C,3.9625e-14,-1.85735197312743
LUAD,220963,SLC16A9,1e-20,2.04368923862089
LUAD,983,CDK1,1e-20,2.33020757265193
LUAD,219790,RTKN2,2.0922000000000002e-19,-4.69406349059715
LUAD,56521,DNAJC12,1e-20,3.46542006404469
LUAD,1763,DNA2,1e-20,2.07779389439685
LUAD,80201,HKDC1,1e-20,1.50661534833806
LUAD,64115,VSIR,1e-20,-1.6024757002408
LUAD,9806,SPOCK2,1e-20,-3.68864430726976
LUAD,58529,MYOZ1,3.2043e-11,-2.23938751941393
LUAD,5328,PLAU,1e-20,1.89616832316751
LUAD,729238,SFTPA2,2.0008e-20,-3.95472360215466
LUAD,653509,SFTPA1,1e-20,-4.16222535601006
LUAD,6441,SFTPD,1e-20,-3.4138590112445
LUAD,219348,PLAC9,5.9339e-18,-2.72624883028803
LUAD,439990,LINC00857,1e-20,2.15055967657538
LUAD,79812,MMRN2,9.8589e-18,-2.0717396547619
LUAD,9060,PAPSS2,1e-20,-1.58890054252966
LUAD,118932,ANKRD22,1e-20,2.71053031768913
LUAD,3832,KIF11,1e-20,2.57729492462474
LUAD,338557,FFAR4,1.5337e-11,-2.81329262581723
LUAD,5950,RBP4,4.0289e-13,-3.28598394292258
LUAD,51196,PLCE1,4.997e-14,-1.67991612883768
LUAD,3070,HELLS,1e-20,2.22234847625532
LUAD,10580,SORBS1,3.2011e-17,-1.71678435479426
LUAD,5832,ALDH18A1,1e-20,1.68194068880885
LUAD,401647,GOLGA7B,1e-20,2.27800846822876
LUAD,55118,CRTAC1,1e-20,-3.74932603847659
LUAD,10360,NPM3,1e-20,1.68844279836712
LUAD,1308,COL17A1,1.2645e-20,2.78701447377343
LUAD,85450,ITPRIP,4.6407e-12,-1.57042995013168
LUAD,153,ADRB1,3.3397e-13,-3.86900156453241
LUAD,2869,GRK5,1e-20,-2.82947895822944
LUAD,2263,FGFR2,1.9669e-20,-2.24988391234798
LUAD,196792,FAM24B,1e-20,1.55244733849088
LUAD,8038,ADAM12,1e-20,2.70426715979315
LUAD,4288,MKI67,1e-20,3.14258399519901
LUAD,101,ADAM8,1e-20,2.03821089953613
LUAD,338707,B4GALNT4,1e-20,1.85359650620251
LUAD,727897,MUC5B,3.0792000000000002e-19,3.2426131542868
LUAD,5003,SLC22A18AS,1e-20,1.93469256084709
LUAD,7262,PHLDA2,1e-20,2.49206020077889
LUAD,283298,OLFML1,1.2301e-16,-1.73966490408976
LUAD,10894,LYVE1,7.5559e-14,-3.38556982535587
LUAD,79733,E2F8,1e-20,2.20194745644116
LUAD,387758,FIBIN,1.486e-13,-2.38555992846117
LUAD,55366,LGR4,1e-20,2.65592540780345
LUAD,627,BDNF,4.8483e-14,-2.34823241923927
LUAD,4005,LMO2,2.4160000000000003e-20,-2.0160598508961
LUAD,847,CAT,1e-20,-1.92366136173198
LUAD,90139,TSPAN18,9.2828e-17,-2.17108823072596
LUAD,120071,LARGE2,1e-20,2.14021478684372
LUAD,4192,MDK,1e-20,2.87968891822795
LUAD,6688,SPI1,1.4466e-16,-1.56148865927911
LUAD,349667,RTN4RL2,1e-20,2.33528647774238
LUAD,374393,FAM111B,1e-20,2.58033492741522
LUAD,2206,MS4A2,1.0522e-12,-2.33509747013817
LUAD,58475,MS4A7,1.5122000000000002e-19,-2.10051569822427
LUAD,219995,AP004243.1,1.1203e-15,-5.07973627186936
LUAD,54972,TMEM132A,1e-20,1.89622420772966
LUAD,9066,SYT7,1e-20,2.98600903779219
LUAD,745,MYRF,2.3269e-15,-2.93143367010755
LUAD,2237,FEN1,1e-20,1.56675926965161
LUAD,79026,AHNAK,6.566400000000001e-19,-2.31322315993164
LUAD,26472,PPP1R14B,1e-20,2.09267340169931
LUAD,10235,RASGRP2,2.9153e-13,-1.51763564706397
LUAD,113130,CDCA5,1e-20,2.92256077767087
LUAD,102724064,AP001107.9,1.5057e-13,-1.63806355114559
LUAD,6712,SPTBN2,1e-20,2.57805565200536
LUAD,5091,PC,1e-20,1.77869785597722
LUAD,91683,SYT12,1e-20,2.60691594182521
LUAD,91703,ACY3,1e-20,2.16285452819051
LUAD,222,ALDH3B2,1e-20,2.07628691419676
LUAD,26579,MYEOV,1.6854e-17,2.06626144226872
LUAD,2348,FOLR1,9.5199e-13,-1.59514491771623
LUAD,5031,P2RY6,1e-20,2.67009384768911
LUAD,283208,P4HA3,1e-20,2.42884329880387
LUAD,283209,PGM2L1,1e-20,1.83186732068227
LUAD,11309,SLCO2B1,1.0363e-18,-1.5466406836154
LUAD,2615,LRRC32,1.4103e-12,-2.03897895051957
LUAD,192134,B3GNT6,1e-20,1.82863158168802
LUAD,4647,MYO7A,1e-20,2.00725114054268
LUAD,8322,FZD4,1.5977e-12,-1.77726752090337
LUAD,154810,AMOTL1,1e-20,-1.98297797802359
LUAD,4321,MMP12,1e-20,4.26228280642066
LUAD,4322,MMP13,2.4652e-13,2.34141652447872
LUAD,2977,GUCY1A2,1.3638e-14,-2.42011126815441
LUAD,54733,SLC35F2,1e-20,1.98990294927365
LUAD,5450,POU2AF1,8.1566e-16,1.81901210332383
LUAD,1410,CRYAB,1.9863e-20,-2.43470081976622
LUAD,23705,CADM1,1e-20,-1.77621304454534
LUAD,53826,FXYD6,1e-20,-1.98837380522968
LUAD,56649,TMPRSS4,1e-20,5.12809763870284
LUAD,120425,JAML,3.7891e-16,-1.77902481217972
LUAD,7070,THY1,1e-20,1.83687297474467
LUAD,84959,UBASH3B,9.0601e-16,-1.67245160741305
LUAD,85391,SNORD14E,1.88e-19,2.04591035180583
LUAD,4900,NRGN,9.5784e-13,-2.12667861385787
LUAD,23584,VSIG2,1e-20,-2.43976436261521
LUAD,90952,ESAM,1e-20,-2.24638361089347
LUAD,101929340,AP000866.2,1.1974e-19,-1.82702590248516
LUAD,54538,ROBO4,1.5972e-18,-2.93597596151456
LUAD,63876,PKNOX2,2.2106e-17,-2.73744802020009
LUAD,105369550,FEZ1,3.8002e-19,-2.19898199638734
LUAD,1111,CHEK1,1e-20,2.51949167111131
LUAD,2313,FLI1,6.3481e-20,-1.69263138956076
LUAD,3762,KCNJ5,3.2223e-16,-2.32561531512537
LUAD,8538,BARX2,7.4034e-16,2.98075651923102
LUAD,120224,TMEM45B,1e-20,1.70257785782519
LUAD,11095,ADAMTS8,1e-20,-4.4071288523659
LUAD,440073,IQSEC3,2.4199e-14,-2.19629228571223
LUAD,2305,FOXM1,1e-20,3.11376594797804
LUAD,894,CCND2,4.6788e-16,-1.52970359541431
LUAD,10635,RAD51AP1,1e-20,1.86266370323179
LUAD,7450,VWF,8.1414e-15,-2.30846191058427
LUAD,2597,GAPDH,1e-20,1.66700289142827
LUAD,83461,CDCA3,1e-20,3.0303301097868
LUAD,2,A2M,1.4414e-18,-1.95474893304943
LUAD,160364,CLEC12A,4.3466e-14,-2.28479401964096
LUAD,51267,CLEC1A,6.501900000000001e-19,-2.33325275777798
LUAD,4973,OLR1,1.7789e-17,-2.73947063408922
LUAD,55359,STYK1,1e-20,2.41419395075675
LUAD,9052,GPRC5A,3.5264000000000003e-19,-1.57935934137037
LUAD,420,ART4,9.3581e-11,-1.9789277763814
LUAD,3764,KCNJ8,3.5343e-17,-1.51261482895957
LUAD,6660,SOX5,5.7665e-15,-1.56364626948406
LUAD,56938,ARNTL2,1e-20,1.91067148344749
LUAD,105369734,LINC02471,8.1465e-13,-3.82273014794452
LUAD,120892,LRRK2,1.228e-16,-2.87973284305702
LUAD,144165,PRICKLE1,7.5463e-14,-1.71211676585405
LUAD,51303,FKBP11,1e-20,1.70332195491446
LUAD,10024,TROAP,1e-20,3.5933537709803
LUAD,79962,DNAJC22,1e-20,1.91532967601301
LUAD,2819,GPD1,3.7094e-16,-4.88978603538449
LUAD,25840,METTL7A,1e-20,-1.92415889789134
LUAD,94,ACVRL1,1e-20,-2.61071675213651
LUAD,113523638,SMIM41,1e-20,-2.28109607008183
LUAD,144501,KRT80,1e-20,2.46268656669687
LUAD,23371,TNS2,3.7881000000000004e-19,-1.61659046836086
LUAD,9700,ESPL1,1e-20,2.1644644993886
LUAD,53831,GPR84,1e-20,1.78451304739032
LUAD,5153,PDE1B,7.0937e-13,-1.59588792242253
LUAD,196410,METTL7B,1e-20,2.17419522815291
LUAD,51561,IL23A,1e-20,1.68242292001747
LUAD,8630,HSD17B6,1e-20,-3.36641382071665
LUAD,1594,CYP27B1,1e-20,2.01902922817563
LUAD,11197,WIF1,4.8827e-19,-5.49353450024517
LUAD,253827,MSRB3,1e-20,-2.02412713305303
LUAD,5787,PTPRB,1.1005e-14,-2.69133246841013
LUAD,8825,LIN7A,1e-20,-3.27301849440642
LUAD,79611,ACSS3,1e-20,-2.18929791892154
LUAD,59277,NTN4,1e-20,-1.72191914553225
LUAD,55010,PARPBP,1e-20,1.72639529165045
LUAD,8437,RASAL1,1e-20,2.37295209791183
LUAD,6910,TBX5,9.4953e-15,-1.55293202582545
LUAD,255480,TBX5-AS1,5.0284e-16,-1.9145718779479
LUAD,6926,TBX3,3.8249e-14,-2.33421317015577
LUAD,84900,RNFT2,1e-20,1.53007074222508
LUAD,54997,TESC,1e-20,2.08517967861769
LUAD,26353,HSPB8,1e-20,-1.96539346058067
LUAD,92558,BICDL1,1e-20,2.01667379845512
LUAD,5319,PLA2G1B,2.9906e-17,-4.06729033857108
LUAD,9735,KNTC1,1e-20,1.84727831621947
LUAD,338442,HCAR2,3.7563e-12,-2.34561074904819
LUAD,283383,ADGRD1,1.3312e-18,-1.89839245509185
LUAD,4326,MMP17,1e-20,2.18519316305965
LUAD,2706,GJB2,1e-20,4.16784778289217
LUAD,53342,IL17D,2.5771e-17,-1.81924316886514
LUAD,221150,SKA3,1e-20,2.42330923724239
LUAD,6445,SGCG,2.5218000000000003e-19,-2.9649530529008
LUAD,10810,WASF3,5.542e-17,-2.11587513169525
LUAD,241,ALOX5AP,1.0619e-14,-2.04866322015997
LUAD,10129,FRY,1e-20,-1.62309469506125
LUAD,9365,KL,2.5581e-17,-3.01596136097249
LUAD,90627,STARD13,1e-20,-2.07543709721165
LUAD,400120,SERTM1,3.9169e-16,-3.75542173473424
LUAD,4093,SMAD9,4.6696e-14,-1.96813812974796
LUAD,10631,POSTN,1e-20,1.79286034381977
LUAD,10186,LHFPL6,1e-20,-1.7454782632522
LUAD,28984,RGCC,1e-20,-3.05203393759635
LUAD,1361,CPB2,1.164e-13,-5.30027605909847
LUAD,55901,THSD1,1.1508e-15,-2.29932808788432
LUAD,27253,PCDH17,7.2215e-12,-1.78460294090974
LUAD,1602,DACH1,1.3086e-20,-3.04060929663744
LUAD,4008,LMO7,1.3537e-18,-1.51188078338568
LUAD,8796,SCEL,1.2682e-15,-1.90531235087676
LUAD,1910,EDNRB,5.5711e-20,-3.88828444731695
LUAD,9071,CLDN10,1e-20,1.9560566524124
LUAD,283481,FGF14-AS2,1e-20,-1.92571636670935
LUAD,100885782,MYO16-AS1,3.8041e-15,-3.27649666564036
LUAD,2159,F10,4.5877e-16,-1.8574962616791
LUAD,2621,GAS6,1e-20,-1.80579481596803
LUAD,100507747,C13orf46,1e-20,-3.31411643114067
LUAD,84502,JPH4,1e-20,-1.90765982785329
LUAD,196883,ADCY4,6.329e-12,-1.75891554251126
LUAD,29091,STXBP6,7.8095e-20,-4.19142607065323
LUAD,112399,EGLN3,1e-20,2.3997135173602
LUAD,1073,CFL2,4.375600000000001e-19,-1.56962634356225
LUAD,5083,PAX9,2.6647e-15,2.16317666619361
LUAD,6751,SSTR1,2.0827e-11,-3.31736937645361
LUAD,161198,CLEC14A,2.1658e-18,-2.39592632340573
LUAD,5427,POLE2,1e-20,2.12228493048083
LUAD,30001,ERO1A,1e-20,1.79132328696954
LUAD,1033,CDKN3,1e-20,2.91978977928761
LUAD,11169,WDHD1,1e-20,1.57558729375674
LUAD,9787,DLGAP5,1e-20,3.55557077789617
LUAD,6252,RTN1,1.9749e-20,-1.86393597751721
LUAD,6495,SIX1,1e-20,2.76800819883087
LUAD,51804,SIX4,1e-20,2.41083051221679
LUAD,57381,RHOJ,1.2747e-19,-1.92086514945737
LUAD,6710,SPTB,1e-20,1.56559717585423
LUAD,2877,GPX2,1e-20,2.30702255984894
LUAD,26499,PLEK2,1e-20,2.48241747720026
LUAD,57156,TMEM63C,1e-20,1.53306492186964
LUAD,1734,DIO2,3.704e-18,1.72770267283724
LUAD,11099,AL162171.1,1e-20,-2.50343128129235
LUAD,10516,FBLN5,1.0253e-18,-2.16081185683935
LUAD,161176,SYNE3,5.1844e-17,-1.97219734585437
LUAD,56967,C14orf132,1e-20,-2.88022477288813
LUAD,2009,EML1,2.9149e-19,-1.83673443055252
LUAD,26153,KIF26A,5.2503e-11,-2.11493096962238
LUAD,113146,AHNAK2,1e-20,1.81380722706832
LUAD,9824,ARHGAP11A,1e-20,1.72618191845296
LUAD,6447,SCG5,1e-20,2.49351758459148
LUAD,26585,GREM1,1e-20,3.41494732802091
LUAD,701,BUB1B,1e-20,2.73941609340103
LUAD,5888,RAD51,1e-20,2.28694390425817
LUAD,54866,PPP1R14D,1e-20,3.67333027851733
LUAD,171177,RHOV,1e-20,2.88650088117829
LUAD,3706,ITPKA,1e-20,2.65237176311637
LUAD,255189,PLA2G4F,1.1641000000000002e-19,-3.57376394076784
LUAD,57519,STARD9,3.0435e-12,-2.07842064119522
LUAD,84978,FRMD5,1e-20,1.72900887033786
LUAD,90527,DUOXA1,1e-20,-2.56731260570774
LUAD,53905,DUOX1,1e-20,-3.32752997628512
LUAD,84419,C15orf48,1e-20,2.68757756720404
LUAD,9728,SECISBP2L,2.7515e-14,-1.68978243092728
LUAD,342035,GLDN,6.1312e-16,-2.8808422077054
LUAD,84952,CGNL1,1e-20,-2.45912090674969
LUAD,100820829,MYZAP,3.2981e-16,-3.59044082935206
LUAD,145781,GCOM1,1.7799e-14,-2.65306001710456
LUAD,9133,CCNB2,1e-20,3.19505927197795
LUAD,9245,GCNT3,1e-20,3.16719733386726
LUAD,145741,C2CD4A,1e-20,2.43349363984688
LUAD,23604,DAPK2,5.0824e-19,-2.24494912619849
LUAD,79856,SNX22,3.4141e-17,-2.34896357741085
LUAD,9768,PCLAF,1e-20,2.62410089462811
LUAD,80119,PIF1,1e-20,1.60264690850537
LUAD,51285,RASL12,1.8978e-15,-1.56225778852682
LUAD,8483,CILP,1e-20,1.78175463194066
LUAD,22801,ITGA11,1e-20,2.65879838154932
LUAD,10391,CORO2B,7.7919e-15,-2.46168594751032
LUAD,54852,PAQR5,1e-20,-1.90484795993791
LUAD,9493,AC027237.1,1e-20,2.41650616309082
LUAD,196996,GRAMD2A,2.0587e-15,-1.57464620793846
LUAD,64220,STRA6,1e-20,2.6406209280357
LUAD,161753,ODF3L1,1.526e-12,-2.36569253719753
LUAD,79834,PEAK1,5.7487e-18,-1.75943124953153
LUAD,5923,RASGRF1,3.0396e-20,-3.21943855423664
LUAD,100996492,CTXND1,8.6253e-12,-1.83228243570098
LUAD,57214,CEMIP,5.302e-17,1.51835618111752
LUAD,6457,SH3GL3,1e-20,-2.79784306706554
LUAD,57188,ADAMTSL3,4.5063e-19,-2.72072161319671
LUAD,55215,FANCI,1e-20,1.8754693363736
LUAD,55897,MESP1,1e-20,1.93593546373609
LUAD,10509,SEMA4B,1e-20,1.60620055180076
LUAD,641,BLM,1e-20,1.5449798832558
LUAD,400456,LINC01197,1.2172e-18,-2.11669744320102
LUAD,23336,SYNM,3.7116e-17,-2.00988614456676
LUAD,9028,RHBDL1,1e-20,2.70686204146254
LUAD,63922,CHTF18,1e-20,1.67762903529396
LUAD,7177,TPSAB1,1.0605e-14,-2.00996849347114
LUAD,79652,TMEM204,1.6073e-13,-1.72341894095374
LUAD,25837,RAB26,1e-20,1.83794324189103
LUAD,21,ABCA3,1.9097e-20,-2.68672016213818
LUAD,899,CCNF,1e-20,1.85449124181526
LUAD,80178,TEDC2,1e-20,3.07262034427981
LUAD,9088,PKMYT1,1e-20,3.10322732101276
LUAD,4210,MEFV,1.4157e-11,-1.64431777833758
LUAD,440335,SMIM22,1e-20,1.95609717812319
LUAD,106144584,LINC01290,3.445e-13,-2.38266725274504
LUAD,2013,EMP2,1e-20,-2.83428972728514
LUAD,116028,RMI2,1e-20,2.35510006010077
LUAD,608,TNFRSF17,1e-20,1.82082473713106
LUAD,4629,MYH11,1.4869e-11,-2.18313994617155
LUAD,5347,PLK1,1e-20,3.1911319400668
LUAD,388228,SBK1,1e-20,2.23112738134542
LUAD,55911,APOBR,3.5427e-15,-1.80452887797884
LUAD,6693,SPN,1.123e-19,-2.40053482284136
LUAD,253982,ASPHD1,1e-20,2.29070779065554
LUAD,79801,SHCBP1,1e-20,2.31527638701493
LUAD,23594,ORC6,1e-20,3.11419615025787
LUAD,84706,GPT2,1e-20,2.7424423438177
LUAD,23090,ZNF423,4.5016e-15,-1.94335876267781
LUAD,27324,TOX3,1e-20,2.61073243146638
LUAD,1066,CES1,4.6676e-11,-3.04312892872578
LUAD,51090,PLLP,1e-20,-1.88249771769262
LUAD,65009,NDRG4,2.1681e-12,-2.55152977281491
LUAD,1003,CDH5,2.0727e-20,-2.7581464047981
LUAD,146227,BEAN1,1e-20,2.46649661255207
LUAD,146225,CMTM2,8.6301e-11,-1.72246602447109
LUAD,3299,HSF4,1e-20,1.66239606905535
LUAD,55282,LRRC36,1.4967e-15,-3.99103032624041
LUAD,181,AGRP,5.303e-14,-3.51579258329651
LUAD,64174,DPEP2,1e-20,-2.33159704174085
LUAD,1001,CDH3,1e-20,2.72425274766358
LUAD,1728,NQO1,1e-20,2.28395397818618
LUAD,79152,FA2H,1e-20,1.77863596669743
LUAD,1012,CDH13,7.4675e-14,-2.34274656639492
LUAD,58189,WFDC1,1.7214e-14,-2.11776681809609
LUAD,51659,GINS2,1e-20,2.74945883979579
LUAD,400550,FENDRR,1.157e-16,-4.72707721067839
LUAD,2294,FOXF1,2.1098e-16,-2.77627898980171
LUAD,8140,SLC7A5,1e-20,2.3544192902389
LUAD,81620,CDT1,1e-20,2.67513153807873
LUAD,27132,CPNE7,1e-20,2.27679440478926
